ID;Rodzic;Poziom;Numer;Część;Typ;Treść;Pozycja;Dotacje i subwencje;Świadczenia na rzecz osób fizycznych;Wydatki bieżące jednostek budżetowych;Wydatki majątkowe;Wydatki na obsługę długu Skarbu Państwa;Środki własne Unii Europejskiej;Współfinansowanie projektów z udziałem środków Unii Europejskiej;OGÓŁEM
42-754-21;42-754;c;75421;42;Rozdział 75421;Zarządzanie kryzysowe;23;0;10;6709;112;0;0;0;6831
42-754-95;42-754;c;75495;42;Rozdział 75495;Pozostała działalność;24;18889;1301;40964;161;0;0;0;61315
42-803;42;b;803;42;Dział 803;Szkolnictwo wyższe;25;87317;247;0;0;0;0;0;87564
42-803-03;42-803;c;80303;42;Rozdział 80303;Uczelnie służb państwowych;26;85825;0;0;0;0;0;0;85825
42-803-09;42-803;c;80309;42;Rozdział 80309;Pomoc materialna dla studentów i doktorantów;27;1492;203;0;0;0;0;0;1695
42-803-95;42-803;c;80395;42;Rozdział 80395;Pozostała działalność;28;0;44;0;0;0;0;0;44
42-851;42;b;851;42;Dział 851;Ochrona zdrowia;29;2210;84;8421;46368;0;0;0;57083
42-851-32;42-851;c;85132;42;Rozdział 85132;Inspekcja Sanitarna;30;0;0;6427;10;0;0;0;6437
42-851-41;42-851;c;85141;42;Rozdział 85141;Ratownictwo medyczne;31;0;0;982;0;0;0;0;982
42-851-43;42-851;c;85143;42;Rozdział 85143;Publiczna służba krwi;32;1175;0;0;0;0;0;0;1175
42-851-49;42-851;c;85149;42;Rozdział 85149;Programy polityki zdrowotnej;33;825;0;0;5160;0;0;0;5985
42-851-95;42-851;c;85195;42;Rozdział 85195;Pozostała działalność;34;210;84;1012;41198;0;0;0;42504
42-852;42;b;852;42;Dział 852;Pomoc społeczna;35;0;15676;32237;0;0;0;0;47913
42-852-31;42-852;c;85231;42;Rozdział 85231;Pomoc dla cudzoziemców;36;0;15676;32237;0;0;0;0;47913
43;;a;43;43;Część 43;WYZNANIA RELIGIJNE ORAZ MNIEJSZOŚCI NARODOWE I ETNICZNE;1;103440;2;7623;1182;0;0;1017;113264
43-750;43;b;750;43;Dział 750;Administracja publiczna;2;1275;2;7623;80;0;0;1017;9997
43-750-01;43-750;c;75001;43;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;3;1155;2;7623;80;0;0;0;8860
43-750-95;43-750;c;75095;43;Rozdział 75095;Pozostała działalność;4;120;0;0;0;0;0;1017;1137
43-758;43;b;758;43;Dział 758;Różne rozliczenia;5;89185;0;0;0;0;0;0;89185
43-758-22;43-758;c;75822;43;Rozdział 75822;Fundusz Kościelny;6;89185;0;0;0;0;0;0;89185
43-801;43;b;801;43;Dział 801;Oświata i wychowanie;7;160;0;0;721;0;0;0;881
43-801-20;43-801;c;80120;43;Rozdział 80120;Licea ogólnokształcące ;8;0;0;0;721;0;0;0;721
43-801-95;43-801;c;80195;43;Rozdział 80195;Pozostała działalność;9;160;0;0;0;0;0;0;160
43-803;43;b;803;43;Dział 803;Szkolnictwo wyższe;10;345;0;0;0;0;0;0;345
43-803-95;43-803;c;80395;43;Rozdział 80395;Pozostała działalność;11;345;0;0;0;0;0;0;345
43-921;43;b;921;43;Dział 921;Kultura i ochrona dziedzictwa narodowego;12;12475;0;0;381;0;0;0;12856
43-921-04;43-921;c;92104;43;Rozdział 92104;Działalność radiowa i telewizyjna;13;870;0;0;0;0;0;0;870
43-921-05;43-921;c;92105;43;Rozdział 92105;Pozostałe zadania w zakresie kultury;14;11605;0;0;381;0;0;0;11986
44;;a;44;44;Część 44;ZABEZPIECZENIE SPOŁECZNE;1;760035;136;44771;0;0;0;1275;806217
44-750;44;b;750;44;Dział 750;Administracja publiczna;2;0;136;33555;0;0;0;494;34185
44-750-01;44-750;c;75001;44;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;3;0;36;31515;0;0;0;494;32045
44-750-76;44-750;c;75076;44;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;4;0;0;1486;0;0;0;0;1486
44-750-95;44-750;c;75095;44;Rozdział 75095;Pozostała działalność;5;0;100;554;0;0;0;0;654
44-752;44;b;752;44;Dział 752;Obrona narodowa;6;0;0;15;0;0;0;0;15
44-752-12;44-752;c;75212;44;Rozdział 75212;Pozostałe wydatki obronne;7;0;0;15;0;0;0;0;15
44-852;44;b;852;44;Dział 852;Pomoc społeczna;8;12349;0;11201;0;0;0;781;24331
44-852-95;44-852;c;85295;44;Rozdział 85295;Pozostała działalność;9;12349;0;11201;0;0;0;781;24331
44-853;44;b;853;44;Dział 853;Pozostałe zadania w zakresie polityki społecznej;10;747686;0;0;0;0;0;0;747686
44-853-24;44-853;c;85324;44;Rozdział 85324;Państwowy Fundusz Rehabilitacji Osób Niepełnosprawnych;11;747686;0;0;0;0;0;0;747686
45;;a;45;45;Część 45;SPRAWY ZAGRANICZNE  I CZŁONKOSTWO  RZECZYPOSPOLITEJ POLSKIEJ W UNII EUROPEJSKIEJ;1;12235;250060;1358443;168877;0;0;33921;1823536
45-750;45;b;750;45;Dział 750;Administracja publiczna;2;12235;247018;1325970;168877;0;0;33921;1788021
45-750-01;45-750;c;75001;45;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;3;0;129;242995;56401;0;0;124;299649
45-750-57;45-750;c;75057;45;Rozdział 75057;Placówki zagraniczne;4;0;246889;567438;111436;0;0;0;925763
45-750-58;45-750;c;75058;45;Rozdział 75058;Działalność informacyjna i kulturalna prowadzona za granicą;5;0;0;46627;0;0;0;0;46627
45-750-62;45-750;c;75062;45;Rozdział 75062;Polski Instytut Spraw Międzynarodowych;6;9107;0;0;0;0;0;0;9107
45-750-63;45-750;c;75063;45;Rozdział 75063;Polski Komitet do spraw UNESCO;7;1228;0;0;0;0;0;0;1228
45-750-76;45-750;c;75076;45;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;8;0;0;110443;1040;0;0;0;111483
45-750-95;45-750;c;75095;45;Rozdział 75095;Pozostała działalność;9;1900;0;358467;0;0;0;33797;394164
45-752;45;b;752;45;Dział 752;Obrona narodowa;10;0;0;710;0;0;0;0;710
45-752-12;45-752;c;75212;45;Rozdział 75212;Pozostałe wydatki obronne;11;0;0;710;0;0;0;0;710
45-801;45;b;801;45;Dział 801;Oświata i wychowanie;12;0;0;4405;0;0;0;0;4405
45-801-35;45-801;c;80135;45;Rozdział 80135;Szkolnictwo polskie za granicą;13;0;0;4405;0;0;0;0;4405
45-853;45;b;853;45;Dział 853;Pozostałe zadania w zakresie polityki społecznej;14;0;3042;500;0;0;0;0;3542
45-853-30;45-853;c;85330;45;Rozdział 85330;Opieka i pomoc dla Polonii i Polaków za granicą;15;0;3042;500;0;0;0;0;3542
45-854;45;b;854;45;Dział 854;Edukacyjna opieka wychowawcza;16;0;0;614;0;0;0;0;614
45-854-13;45-854;c;85413;45;Rozdział 85413;Kolonie i obozy dla młodzieży polonijnej w kraju;17;0;0;614;0;0;0;0;614
45-921;45;b;921;45;Dział 921;Kultura i ochrona dziedzictwa narodowego;18;0;0;26244;0;0;0;0;26244
45-921-04;45-921;c;92104;45;Rozdział 92104;Działalność radiowa i telewizyjna;19;0;0;21815;0;0;0;0;21815
45-921-95;45-921;c;92195;45;Rozdział 92195;Pozostała działalność;20;0;0;4429;0;0;0;0;4429
46;;a;46;46;Część 46;ZDROWIE;1;1727346;3915;1023354;843222;0;0;88679;3686516
46-750;46;b;750;46;Dział 750;Administracja publiczna;2;0;220;48953;1500;0;0;7380;58053
46-750-01;46-750;c;75001;46;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;3;0;220;46396;1500;0;0;7380;55496
46-750-76;46-750;c;75076;46;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;4;0;0;2557;0;0;0;0;2557
46-752;46;b;752;46;Dział 752;Obrona narodowa;5;0;0;11395;0;0;0;0;11395
46-752-12;46-752;c;75212;46;Rozdział 75212;Pozostałe wydatki obronne;6;0;0;11395;0;0;0;0;11395
46-803;46;b;803;46;Dział 803;Szkolnictwo wyższe;7;1317256;2752;27;35000;0;0;9138;1364173
46-803-06;46-803;c;80306;46;Rozdział 80306;Działalność dydaktyczna;8;1224818;533;0;35000;0;0;9138;1269489
46-803-09;46-803;c;80309;46;Rozdział 80309;Pomoc materialna dla studentów i doktorantów;9;92438;2219;0;0;0;0;0;94657
46-803-95;46-803;c;80395;46;Rozdział 80395;Pozostała działalność;10;0;0;27;0;0;0;0;27
46-851;46;b;851;46;Dział 851;Ochrona zdrowia;11;401385;943;962979;806722;0;0;72161;2244190
46-851-12;46-851;c;85112;46;Rozdział 85112;Szpitale kliniczne;12;0;0;0;531097;0;0;3219;534316
46-851-17;46-851;c;85117;46;Rozdział 85117;Zakłady opiekuńczo-lecznicze i pielęgnacyjno-opiekuńcze;13;0;0;7344;200;0;0;0;7544
46-851-20;46-851;c;85120;46;Rozdział 85120;Lecznictwo psychiatryczne;14;0;23;36514;350;0;0;0;36887
46-851-32;46-851;c;85132;46;Rozdział 85132;Inspekcja Sanitarna ;15;0;29;32055;865;0;0;0;32949
46-851-33;46-851;c;85133;46;Rozdział 85133;Inspekcja Farmaceutyczna;16;0;5;12449;0;0;0;0;12454
46-851-34;46-851;c;85134;46;Rozdział 85134;Inspekcja do Spraw Substancji i Preparatów Chemicznych;17;0;0;3931;0;0;0;0;3931
46-851-37;46-851;c;85137;46;Rozdział 85137;Urząd Rejestracji Produktów Leczniczych, Wyrobów Medycznych i Produktów Biobójczych;18;0;40;46033;600;0;0;0;46673
46-851-38;46-851;c;85138;46;Rozdział 85138;Dopłaty do oprocentowania  kredytów udzielanych lekarzom, lekarzom dentystom, pielęgniarkom i położnym oraz umorzenia tych kredytów;19;1000;0;0;0;0;0;0;1000
46-851-41;46-851;c;85141;46;Rozdział 85141;Ratownictwo medyczne;20;75409;0;0;3926;0;0;0;79335
46-851-43;46-851;c;85143;46;Rozdział 85143;Publiczna służba krwi;21;83560;23;2324;1000;0;0;61;86968
46-851-48;46-851;c;85148;46;Rozdział 85148;Medycyna pracy;22;0;0;1125;0;0;0;0;1125
46-851-49;46-851;c;85149;46;Rozdział 85149;Programy polityki zdrowotnej;23;0;0;352821;265135;0;0;0;617956
46-851-51;46-851;c;85151;46;Rozdział 85151;Świadczenia wysokospecjalistyczne;24;0;0;309545;0;0;0;0;309545
46-851-52;46-851;c;85152;46;Rozdział 85152;Zapobieganie i zwalczanie AIDS;25;1336;95;4123;150;0;0;0;5704
46-851-53;46-851;c;85153;46;Rozdział 85153;Zwalczanie narkomanii ;26;5553;0;3607;60;0;0;0;9220
46-851-54;46-851;c;85154;46;Rozdział 85154;Przeciwdziałanie  alkoholizmowi;27;997;0;4888;0;0;0;0;5885
46-851-56;46-851;c;85156;46;Rozdział 85156;Składki na ubezpieczenie zdrowotne oraz świadczenia dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego;28;207812;0;0;0;0;0;0;207812
46-851-95;46-851;c;85195;46;Rozdział 85195;Pozostała działalność;29;25718;728;146220;3339;0;0;68881;244886
46-921;46;b;921;46;Dział 921;Kultura i ochrona dziedzictwa narodowego;30;8705;0;0;0;0;0;0;8705
46-921-16;46-921;c;92116;46;Rozdział 92116;Biblioteki;31;8705;0;0;0;0;0;0;8705
49;;a;49;49;Część 49;URZĄD ZAMÓWIEŃ PUBLICZNYCH;1;0;9;18720;150;0;0;1747;20626
49-750;49;b;750;49;Dział 750;Administracja publiczna;2;0;9;18720;150;0;0;1747;20626
49-750-01;49-750;c;75001;49;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;3;0;9;18680;150;0;0;1747;20586
49-750-76;49-750;c;75076;49;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;4;0;0;40;0;0;0;0;40
50;;a;50;50;Część 50;URZĄD REGULACJI ENERGETYKI;1;0;5;34079;246;0;0;0;34330
50-750;50;b;750;50;Dział 750;Administracja publiczna;2;0;5;34079;246;0;0;0;34330
50-750-01;50-750;c;75001;50;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;3;0;5;34079;246;0;0;0;34330
52;;a;52;52;Część 52;KRAJOWA RADA SĄDOWNICTWA;1;0;1670;9229;289;0;0;0;11188
52-751;52;b;751;52;Dział 751;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa;2;0;1670;9229;289;0;0;0;11188
52-751-04;52-751;c;75104;52;Rozdział 75104;Krajowa Rada Sądownictwa;3;0;1670;9229;289;0;0;0;11188
53;;a;53;53;Część 53;URZĄD OCHRONY KONKURENCJI  I KONSUMENTÓW;1;1700;63;46423;3330;0;0;960;52476
53-750;53;b;750;53;Dział 750;Administracja publiczna;2;1700;63;46419;3330;0;0;960;52472
53-750-01;53-750;c;75001;53;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;3;0;63;45983;3330;0;0;960;50336
53-750-76;53-750;c;75076;53;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;4;0;0;436;0;0;0;0;436
53-750-95;53-750;c;75095;53;Rozdział 75095;Pozostała działalność;5;1700;0;0;0;0;0;0;1700
53-752;53;b;752;53;Dział 752;Obrona narodowa;6;0;0;4;0;0;0;0;4
53-752-12;53-752;c;75212;53;Rozdział 75212;Pozostałe wydatki obronne;7;0;0;4;0;0;0;0;4
54;;a;54;54;Część 54;URZĄD DO SPRAW KOMBATANTÓW  I OSÓB REPRESJONOWANYCH;1;1800;9505;17743;100;0;0;0;29148
54-750;54;b;750;54;Dział 750;Administracja publiczna;2;0;5;14204;100;0;0;0;14309
54-750-01;54-750;c;75001;54;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;3;0;5;14204;100;0;0;0;14309
54-752;54;b;752;54;Dział 752;Obrona narodowa;4;0;0;1;0;0;0;0;1
54-752-12;54-752;c;75212;54;Rozdział 75212;Pozostałe wydatki obronne;5;0;0;1;0;0;0;0;1
54-851;54;b;851;54;Dział 851;Ochrona zdrowia;6;0;0;16;0;0;0;0;16
54-851-56;54-851;c;85156;54;Rozdział 85156;Składki na ubezpieczenie zdrowotne oraz świadczenia dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego;7;0;0;16;0;0;0;0;16
54-853;54;b;853;54;Dział 853;Pozostałe zadania w zakresie polityki społecznej;8;1000;9500;3522;0;0;0;0;14022
54-853-23;54-853;c;85323;54;Rozdział 85323;Państwowy Fundusz Kombatantów;9;1000;9500;3522;0;0;0;0;14022
54-921;54;b;921;54;Dział 921;Kultura i ochrona dziedzictwa narodowego;10;800;0;0;0;0;0;0;800
54-921-95;54-921;c;92195;54;Rozdział 92195;Pozostała działalność;11;800;0;0;0;0;0;0;800
56;;a;56;56;Część 56;CENTRALNE BIURO ANTYKORUPCYJNE;1;0;1822;94041;11108;0;0;0;106971
56-752;56;b;752;56;Dział 752;Obrona narodowa;2;0;0;10;0;0;0;0;10
56-752-12;56-752;c;75212;56;Rozdział 75212;Pozostałe wydatki obronne;3;0;0;10;0;0;0;0;10
56-754;56;b;754;56;Dział 754;Bezpieczeństwo  publiczne i ochrona przeciwpożarowa;4;0;1822;94031;11108;0;0;0;106961
56-754-20;56-754;c;75420;56;Rozdział 75420;Centralne Biuro Antykorupcyjne;5;0;1822;94031;11108;0;0;0;106961
57;;a;57;57;Część 57;AGENCJA BEZPIECZEŃSTWA WEWNĘTRZNEGO;1;0;20177;469049;13000;0;0;81;502307
57-750;57;b;750;57;Dział 750;Administracja publiczna;2;0;0;4592;0;0;0;0;4592
57-750-76;57-750;c;75076;57;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;3;0;0;4592;0;0;0;0;4592
57-752;57;b;752;57;Dział 752;Obrona narodowa;4;0;0;33;0;0;0;0;33
57-752-12;57-752;c;75212;57;Rozdział 75212;Pozostałe wydatki obronne;5;0;0;33;0;0;0;0;33
57-754;57;b;754;57;Dział 754;Bezpieczeństwo  publiczne i ochrona przeciwpożarowa;6;0;20177;464424;13000;0;0;81;497682
57-754-18;57-754;c;75418;57;Rozdział 75418;Agencja Bezpieczeństwa  Wewnętrznego;7;0;20177;464424;13000;0;0;81;497682
58;;a;58;58;Część 58;GŁÓWNY URZĄD STATYSTYCZNY;1;87500;94117;473384;32820;0;0;6561;694382
58-150;58;b;150;58;Dział 150;Przetwórstwo przemysłowe;2;0;24;8551;60;0;0;0;8635
58-150-01;58-150;c;15001;58;Rozdział 15001;Drukarnie;3;0;24;8551;60;0;0;0;8635
58-720;58;b;720;58;Dział 720;Informatyka;4;0;216;180030;43;0;0;0;180289
58-720-01;58-720;c;72001;58;Rozdział 72001;Zakłady techniki obliczeniowej;5;0;39;19393;0;0;0;0;19432
58-720-02;58-720;c;72002;58;Rozdział 72002;Inne jednostki usług informatycznych;6;0;177;160637;43;0;0;0;160857
58-750;58;b;750;58;Dział 750;Administracja publiczna;7;87500;93877;284793;32717;0;0;6561;505448
58-750-01;58-750;c;75001;58;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;8;0;420;65020;1629;0;0;5455;72524
58-750-07;58-750;c;75007;58;Rozdział 75007;Jednostki terenowe podległe naczelnym i centralnym organom administracji rządowej;9;0;138;103319;881;0;0;0;104338
58-750-56;58-750;c;75056;58;Rozdział 75056;Spis powszechny i inne;10;87500;93305;114628;30167;0;0;1106;326706
58-750-76;58-750;c;75076;58;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;11;0;0;419;0;0;0;0;419
58-750-95;58-750;c;75095;58;Rozdział 75095;Pozostała działalność;12;0;14;1407;40;0;0;0;1461
58-752;58;b;752;58;Dział 752;Obrona narodowa;13;0;0;10;0;0;0;0;10
58-752-12;58-752;c;75212;58;Rozdział 75212;Pozostałe wydatki obronne;14;0;0;10;0;0;0;0;10
59;;a;59;59;Część 59;AGENCJA WYWIADU;1;0;4799;128047;22880;0;0;0;155726
59-754;59;b;754;59;Dział 754;Bezpieczeństwo  publiczne i ochrona przeciwpożarowa;2;0;4799;128047;22880;0;0;0;155726
59-754-19;59-754;c;75419;59;Rozdział 75419;Agencja Wywiadu;3;0;4799;128047;22880;0;0;0;155726
60;;a;60;60;Część 60;WYŻSZY URZĄD GÓRNICZY;1;0;43;51811;900;0;0;0;52754
60-750;60;b;750;60;Dział 750;Administracja publiczna;2;0;43;51811;900;0;0;0;52754
60-750-01;60-750;c;75001;60;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;3;0;43;19219;900;0;0;0;20162
60-750-07;60-750;c;75007;60;Rozdział 75007;Jednostki terenowe podległe naczelnym i centralnym organom administracji rządowej;4;0;0;32578;0;0;0;0;32578
60-750-76;60-750;c;75076;60;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;5;0;0;14;0;0;0;0;14
61;;a;61;61;Część 61;URZĄD PATENTOWY RZECZYPOSPOLITEJ POLSKIEJ;1;0;100;46684;300;0;0;0;47084
61-750;61;b;750;61;Dział 750;Administracja publiczna;2;0;100;46683;300;0;0;0;47083
61-750-01;61-750;c;75001;61;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;3;0;100;46255;300;0;0;0;46655
61-750-76;61-750;c;75076;61;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;4;0;0;428;0;0;0;0;428
61-752;61;b;752;61;Dział 752;Obrona narodowa;5;0;0;1;0;0;0;0;1
61-752-12;61-752;c;75212;61;Rozdział 75212;Pozostałe wydatki obronne;6;0;0;1;0;0;0;0;1
62;;a;62;62;Część 62;RYBOŁÓWSTWO;1;5650;189;24573;3436;0;0;143254;177102
62-050;62;b;50;62;Dział 50;Rybołówstwo i rybactwo;2;5650;180;17295;416;0;0;127910;151451
62-050-04;62-050;c;5004;62;Rozdział 5004;Inspektoraty rybołówstwa morskiego;3;0;170;11015;416;0;0;1375;12976
62-050-06;62-050;c;5006;62;Rozdział 5006;Zarybianie polskich obszarów morskich;4;0;0;4864;0;0;0;0;4864
62-050-11;62-050;c;5011;62;Rozdział 5011;Program Operacyjny Zrównoważony rozwój sektora rybołówstwa i nadbrzeżnych obszarów rybackich 2007-2013;5;0;0;0;0;0;0;126535;126535
62-050-95;62-050;c;5095;62;Rozdział 5095;Pozostała działalność;6;5650;10;1416;0;0;0;0;7076
62-750;62;b;750;62;Dział 750;Administracja publiczna;7;0;9;7273;3020;0;0;15344;25646
62-750-01;62-750;c;75001;62;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;8;0;9;7020;3020;0;0;15344;25393
62-750-76;62-750;c;75076;62;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;9;0;0;253;0;0;0;0;253
62-752;62;b;752;62;Dział 752;Obrona narodowa;10;0;0;5;0;0;0;0;5
62-752-12;62-752;c;75212;62;Rozdział 75212;Pozostałe wydatki obronne;11;0;0;5;0;0;0;0;5
63;;a;63;63;Część 63;RODZINA;1;8100;6;5141;0;0;0;0;13247
63-750;63;b;750;63;Dział 750;Administracja publiczna;2;300;6;5141;0;0;0;0;5447
63-750-01;63-750;c;75001;63;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;3;0;6;4525;0;0;0;0;4531
63-750-76;63-750;c;75076;63;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;4;0;0;366;0;0;0;0;366
63-750-95;63-750;c;75095;63;Rozdział 75095;Pozostała działalność;5;300;0;250;0;0;0;0;550
63-852;63;b;852;63;Dział 852;Pomoc społeczna;6;7800;0;0;0;0;0;0;7800
63-852-95;63-852;c;85295;63;Rozdział 85295;Pozostała działalność;7;7800;0;0;0;0;0;0;7800
64;;a;64;64;Część 64;GŁÓWNY URZĄD MIAR;1;0;324;122999;3308;0;0;0;126631
64-750;64;b;750;64;Dział 750;Administracja publiczna;2;0;324;122997;3308;0;0;0;126629
64-750-01;64-750;c;75001;64;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;3;0;62;32552;1559;0;0;0;34173
64-750-07;64-750;c;75007;64;Rozdział 75007;Jednostki terenowe podległe naczelnym i centralnym organom administracji rządowej;4;0;262;90445;1749;0;0;0;92456
64-752;64;b;752;64;Dział 752;Obrona narodowa;5;0;0;2;0;0;0;0;2
64-752-12;64-752;c;75212;64;Rozdział 75212;Pozostałe wydatki obronne;6;0;0;2;0;0;0;0;2
65;;a;65;65;Część 65;POLSKI KOMITET NORMALIZACYJNY;1;0;34;28178;5312;0;0;0;33524
65-750;65;b;750;65;Dział 750;Administracja publiczna;2;0;34;28174;5312;0;0;0;33520
65-750-02;65-750;c;75002;65;Rozdział 75002;Polski Komitet Normalizacyjny;3;0;34;28174;5312;0;0;0;33520
65-752;65;b;752;65;Dział 752;Obrona narodowa;4;0;0;4;0;0;0;0;4
65-752-12;65-752;c;75212;65;Rozdział 75212;Pozostałe wydatki obronne;5;0;0;4;0;0;0;0;4
66;;a;66;66;Część 66;RZECZNIK PRAW PACJENTA;1;0;2;6439;150;0;0;0;6591
66-750;66;b;750;66;Dział 750;Administracja publiczna;2;0;2;6439;150;0;0;0;6591
66-750-01;66-750;c;75001;66;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;3;0;2;6439;150;0;0;0;6591
67;;a;67;67;Część 67;POLSKA AKADEMIA NAUK;1;79924;0;0;186;0;0;0;80110
67-730;67;b;730;67;Dział 730;Nauka;2;79924;0;0;186;0;0;0;80110
67-730-10;67-730;c;73010;67;Rozdział 73010;Działalność organów i korporacji uczonych Polskiej Akademii Nauk;3;13020;0;0;0;0;0;0;13020
67-730-11;67-730;c;73011;67;Rozdział 73011;Działalność pomocniczych jednostek naukowych i innych jednostek organizacyjnych  Polskiej Akademii Nauk;4;45773;0;0;50;0;0;0;45823
67-730-95;67-730;c;73095;67;Rozdział 73095;Pozostała działalność;5;21131;0;0;136;0;0;0;21267
68;;a;68;68;Część 68;PAŃSTWOWA AGENCJA ATOMISTYKI;1;8129;390;91774;404;0;0;0;100697
68-150;68;b;150;68;Dział 150;Przetwórstwo przemysłowe;2;8129;335;3;224;0;0;0;8691
68-150-04;68-150;c;15004;68;Rozdział 15004;Zadania w zakresie bezpiecznego wykorzystania energii atomowej;3;8129;0;0;224;0;0;0;8353
68-150-95;68-150;c;15095;68;Rozdział 15095;Pozostała działalność;4;0;335;3;0;0;0;0;338
68-750;68;b;750;68;Dział 750;Administracja publiczna;5;0;55;91766;180;0;0;0;92001
68-750-01;68-750;c;75001;68;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;6;0;55;91460;180;0;0;0;91695
68-750-76;68-750;c;75076;68;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;7;0;0;106;0;0;0;0;106
68-750-95;68-750;c;75095;68;Rozdział 75095;Pozostała działalność;8;0;0;200;0;0;0;0;200
68-752;68;b;752;68;Dział 752;Obrona narodowa;9;0;0;5;0;0;0;0;5
68-752-12;68-752;c;75212;68;Rozdział 75212;Pozostałe wydatki obronne;10;0;0;5;0;0;0;0;5
70;;a;70;70;Część 70;KOMISJA NADZORU FINANSOWEGO;1;0;30;184944;17700;0;0;470;203144
70-758;70;b;758;70;Dział 758;Różne rozliczenia;2;0;30;184944;17700;0;0;470;203144
70-758-21;70-758;c;75821;70;Rozdział 75821;Komisja Nadzoru Finansowego;3;0;30;184944;17700;0;0;470;203144
71;;a;71;71;Część 71;URZĄD TRANSPORTU  KOLEJOWEGO;1;0;30;17632;346;0;0;0;18008
71-750;71;b;750;71;Dział 750;Administracja publiczna;2;0;30;17632;346;0;0;0;18008
71-750-01;71-750;c;75001;71;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;3;0;30;17632;346;0;0;0;18008
72;;a;72;72;Część 72;KASA ROLNICZEGO UBEZPIECZENIA  SPOŁECZNEGO;1;15137384;652157;22119;0;0;0;0;15811660
72-752;72;b;752;72;Dział 752;Obrona narodowa;2;0;0;10;0;0;0;0;10
72-752-12;72-752;c;75212;72;Rozdział 75212;Pozostałe wydatki obronne;3;0;0;10;0;0;0;0;10
72-753;72;b;753;72;Dział 753;Obowiązkowe ubezpieczenia społeczne;4;15137384;652097;0;0;0;0;0;15789481
72-753-05;72-753;c;75305;72;Rozdział 75305;Fundusz Emerytalno-Rentowy;5;15120037;0;0;0;0;0;0;15120037
72-753-06;72-753;c;75306;72;Rozdział 75306;Fundusz Prewencji i Rehabilitacji;6;1000;0;0;0;0;0;0;1000
72-753-13;72-753;c;75313;72;Rozdział 75313;Świadczenia finansowane z budżetu państwa zlecone do wypłaty Zakładowi Ubezpieczeń Społecznych i Kasie Rolniczego Ubezpieczenia Społecznego;7;16347;652097;0;0;0;0;0;668444
72-851;72;b;851;72;Dział 851;Ochrona zdrowia;8;0;0;22109;0;0;0;0;22109
72-851-56;72-851;c;85156;72;Rozdział 85156;Składki na ubezpieczenie zdrowotne oraz świadczenia dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego;9;0;0;22109;0;0;0;0;22109
72-853;72;b;853;72;Dział 853;Pozostałe zadania w zakresie polityki społecznej;10;0;60;0;0;0;0;0;60
72-853-35;72-853;c;85335;72;Rozdział 85335;Refundacja ulg dla inwalidów wojennych i wojskowych z tytułu ubezpieczenia OC i AC;11;0;60;0;0;0;0;0;60
73;;a;73;73;Część 73;ZAKŁAD UBEZPIECZEŃ  SPOŁECZNYCH;1;37210598;5359003;2007486;0;0;0;0;44577087
