ID;Rodzic;Typ;Nazwa;Numer umowy/decyzji;Program Operacyjny <Nazwa>;Oś priorytetowa <Kod>;Działanie <Kod>;Poddziałanie <Kod>;Wartość ogółem;Wydatki kwalifikowalne;Dofinansowanie;Dofinansowanie UE;Nazwa beneficjenta;NIP beneficjenta;Kod pocztowy;Miejscowość;Województwo;Powiat;Temat priorytetu;Forma prawna;Obszar realizacji;Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu;Projekt zakończony (Wniosek o płatność końcową);Data podpisania Umowy/Aneksu;Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu
16-09-1;16-09;Projekt;Rozwój systemu ratownictwa medycznego regionu poprzez budowę lądowiska dla śmigłowców sanitarnych na terenie Wojewódzkiego Centrum Medycznego w Opolu;POIS.12.01.00-00-249/08-02;Program Operacyjny Infrastruktura i Środowisko;POIS.12.00.00;POIS.12.01.00;;1,712,550.60;709,515.40;603,088.09;603,088.09;Publiczny Samodzielny Zakład Opieki Zdrowotnej Wojewódzkie Centrum Medyczne w Opolu;7542563619;45-418;Opole;Opolskie;Powiat m. Opole;76 Infrastruktura ochrony zdrowia;publiczny zakład opieki zdrowotnej;00 Nie dotyczy;;;2011/04/28;2011/04/29
04-03;04;Powiat;Powiat bydgoski;;;;;;8142298.5;8142298.5;8142298.5;6920953.72;;;;;;;;;;;;;
04-03-1;04-03;Projekt;Dostosowanie Szpitalnego Oddziału Ratunkowego do wymaganych standardów poprzez zakup nowoczesnego sprzętu medycznego;POIS.12.01.00-00-279/08-02;Program Operacyjny Infrastruktura i Środowisko;POIS.12.00.00;POIS.12.01.00;;8,142,298.50;8,142,298.50;8,142,298.50;6,920,953.72;Szpital Uniwersytecki Nr 2 im. dr Jana Biziela w Bydgoszczy;9532582266;85-168;Bydgoszcz;Kujawsko-pomorskie;Powiat m. Bydgoszcz;76 Infrastruktura ochrony zdrowia;publiczny zakład opieki zdrowotnej;00 Nie dotyczy;;;2011/04/18;2011/04/19
02-15;02;Powiat;Powiat oławski;;;;;;21724864.9;8153322.62;6930324.22;6930324.22;;;;;;;;;;;;;
02-15-1;02-15;Projekt;Rozbudowa i przebudowa Szpitalnego Oddziału Ratunkowego i Diagnostyki Obrazowej SPZOZ w Oławie;POIS.12.01.00-00-285/08-02;Program Operacyjny Infrastruktura i Środowisko;POIS.12.00.00;POIS.12.01.00;;21,724,864.90;8,153,322.62;6,930,324.22;6,930,324.22;Samodzielny Publiczny Zakład Opieki Zdrowotnej w Oławie;9121650658;55-200;Oława;Dolnośląskie;Powiat oławski;76 Infrastruktura ochrony zdrowia;publiczny zakład opieki zdrowotnej;00 Nie dotyczy;;;2011/05/24;2011/05/24
04-06;04;Powiat;Powiat grudziądzki;;;;;;5486619.99;5486619.99;4663626.99;4663626.99;;;;;;;;;;;;;
04-06-1;04-06;Projekt;Podniesienie jakości działania systemu ratownictwa medycznego w Regionalnym  Szpitalu Specjalistycznym w Grudziądzu poprzez zakup urządzeń medycznych.;POIS.12.01.00-00-287/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.12.00.00;POIS.12.01.00;;5,486,619.99;5,486,619.99;4,663,626.99;4,663,626.99;Regionalny Szpital Specjalistyczny Im. Dr Władysława Biegańskiego w Grudziądzu;8762008352;86-300;Grudziądz;Kujawsko-pomorskie;Powiat brodnicki / Powiat m. Grudziądz;76 Infrastruktura ochrony zdrowia;publiczny zakład opieki zdrowotnej;00 Nie dotyczy;;;2011/04/20;2011/04/21
08-08;08;Powiat;Powiat świebodziński;;;;;;612395.64;612395.64;520536.29;520536.29;;;;;;;;;;;;;
08-08-1;08-08;Projekt;Poprawa jakości świadczonych usług i bezpieczeństwa pacjentów poprzez zakup  wyrobów medycznych do Szpitalnego Oddziału Ratunkowego w NZOZ Nowy Szpital w Świebodzinie;POIS.12.01.00-00-290/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.12.00.00;POIS.12.01.00;;612,395.64;612,395.64;520,536.29;520,536.29;Nowy Szpital w Świebodzinie Sp. z o.o.;8522521096;66-200;Świebodzin;Lubuskie;Powiat świebodziński;76 Infrastruktura ochrony zdrowia;spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo;00 Nie dotyczy;POIS.12.01.00-00-290/08-03;Nie;2011/03/03;2011/03/03
22-13-2;22-13;Projekt;Poprawa infrastruktury oraz doposażenie w sprzęt medyczny SOR w Starogardzie Gdańskim w celu zwiększenia efektywności ratownictwa medycznego.;POIS.12.01.00-00-304/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.12.00.00;POIS.12.01.00;;4,473,908.52;3,820,812.73;3,247,690.82;3,247,690.82;Powiat Starogardzki;5921869712;83-200;Starogard Gdański;Pomorskie;Powiat starogardzki;76 Infrastruktura ochrony zdrowia;wspólnota samorządowa - powiat;00 Nie dotyczy;POIS.12.01.00-00-304/08-02;Nie;2011/03/16;2011/03/16
06-19-2;06-19;Projekt;Rozbudowa i doposażenie SOR w SPZOZ we Włodawie , budowa lądowiska dla śmigłowców ratunkowych celem poprawy warunków leczenia i diagnostyki pacjentów ;POIS.12.01.00-00-306/08-02;Program Operacyjny Infrastruktura i Środowisko;POIS.12.00.00;POIS.12.01.00;;10,314,931.00;10,314,931.00;8,767,691.35;8,767,691.35;Samodzielny Publiczny Zespół Opieki Zdrowotnej we Włodawie;5651337789;22-200;Włodawa;Lubelskie;Powiat włodawski;76 Infrastruktura ochrony zdrowia;publiczny zakład opieki zdrowotnej;00 Nie dotyczy;POIS.12.01.00-00-306/08-06;Nie;2011/05/17;2011/05/17
04-07;04;Powiat;Powiat inowrocławski;;;;;;4388909.47;4388909.47;3730573.04;3730573.04;;;;;;;;;;;;;
04-07-1;04-07;Projekt;Zwiększenie dostępu do świadczeń zdrowotnych przez doposażenie  i modernizację infrastruktury szpitalnego oddziału ratunkowego w PS ZOZ w Inowrocławiu.;POIS.12.01.00-00-321/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.12.00.00;POIS.12.01.00;;4,388,909.47;4,388,909.47;3,730,573.04;3,730,573.04;Publiczny Specjalistyczny Zakład Opieki Zdrowotnej w Inowrocławiu;5562239217;88-100;Inowrocław;Kujawsko-pomorskie;Powiat inowrocławski;76 Infrastruktura ochrony zdrowia;publiczny zakład opieki zdrowotnej;00 Nie dotyczy;POIS.12.01.00-00-321/08-05;Nie;2011/02/14;2011/02/15
12-15;12;Powiat;Powiat suski;;;;;;1894546.63;1883566.63;1601031.64;1601031.64;;;;;;;;;;;;;
12-15-1;12-15;Projekt;Zwiększenie bezpieczeństwa zdrowotnego mieszkańców poprzez budowę lądowiska i doposażenie szpitalnego oddziału ratunkowego w ZOZ w Suchej Beskidzkiej.;POIS.12.01.00-00-323/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.12.00.00;POIS.12.01.00;;1,894,546.63;1,883,566.63;1,601,031.64;1,601,031.64;Zespół Opieki Zdrowotnej w Suchej Beskidzkiej;5221274352;34-200;Sucha Beskidzka ;Małopolskie;Powiat suski;76 Infrastruktura ochrony zdrowia;publiczny zakład opieki zdrowotnej;00 Nie dotyczy;POIS.12.01.00-00-323/08-02;Nie;2011/04/06;2011/04/12
10-61;10;Powiat;Powiat m. Łódź;;;;;;3106559.31;3106559.31;2640575.41;2640575.41;;;;;;;;;;;;;
10-61-1;10-61;Projekt;Zakup wyrobów medycznych do diagnostyki i terapii oraz budowa drogi między lądowiskiem a SOR-em w WSS im.M. Kopernika w Łodzi.;POIS.12.01.00-00-330/08-02;Program Operacyjny Infrastruktura i Środowisko;POIS.12.00.00;POIS.12.01.00;;3,106,559.31;3,106,559.31;2,640,575.41;2,640,575.41;Wojewódzki Szpital Specjalistyczny im. M. Kopernika w Łodzi;7292345599;93-513;Łódź;Łódzkie;Powiat m. Łódź;76 Infrastruktura ochrony zdrowia;publiczny zakład opieki zdrowotnej;00 Nie dotyczy;;;2011/05/06;2011/05/06
14-65-4;14-65;Projekt;Podniesienie dostępu do specjalistycznych świadczeń zdrowotnych poprzez wyposażenie Szpitalnego Oddziału Ratunkowego w Szpitalu Wolskim w Warszawie;POIS.12.01.00-00-332/08-00;Program Operacyjny Infrastruktura i Środowisko;POIS.12.00.00;POIS.12.01.00;;4,664,134.03;4,664,134.03;3,964,513.92;3,964,513.92;Miasto Stołeczne Warszawa;5271045483;00-950;Warszawa;;;76 Infrastruktura ochrony zdrowia;wspólnota samorządowa - powiat;00 Nie dotyczy;;;2011/03/31;2011/04/06
30-07-2;30-07;Projekt;Zakup sprzętu medycznego dla Wojewódzkiego Szpitala Zespolonego im. Ludwika Perzyny w Kaliszu celem doposażenia Szpitalnego Oddziału Ratunkowego.;POIS.12.01.00-00-344/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.12.00.00;POIS.12.01.00;;1,535,900.00;1,535,900.00;1,305,515.00;1,305,515.00;Wojewódzki Szpital Zespolony im. Ludwika Perzyny w Kaliszu;6182025893;62-800;Kalisz;Wielkopolskie;Powiat kaliski / Powiat pleszewski;76 Infrastruktura ochrony zdrowia;publiczny zakład opieki zdrowotnej;00 Nie dotyczy;POIS.12.01.00-00-344/08-03;Nie;2011/02/16;2011/02/17
14-28;14;Powiat;Powiat sochaczewski;;;;;;5541472.0;5541472.0;4710251.2;4710251.2;;;;;;;;;;;;;
14-28-1;14-28;Projekt;Rozbudowa i doposażenie oddziału ratunkowego i zakładu diagnostyki obrazowej na potrzeby ratownictwa medycznego  w Sochaczewie;POIS.12.01.00-00-359/08-02;Program Operacyjny Infrastruktura i Środowisko;POIS.12.00.00;POIS.12.01.00;;5,541,472.00;5,541,472.00;4,710,251.20;4,710,251.20;"Zespół Opieki Zdrowotnej ""Szpital Powiatowy"" w Sochaczewie";8371507803;96-500;Sochaczew;Mazowieckie;Powiat sochaczewski;76 Infrastruktura ochrony zdrowia;publiczny zakład opieki zdrowotnej;00 Nie dotyczy;;;2011/05/16;2011/05/16
12-61-3;12-61;Projekt;Rozbudowa i modernizacja infrastruktury dydaktycznej na kierunkach przyrodniczych i ścisłych UJ;POIS.13.01.00-00-062/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.13.00.00;POIS.13.01.00;;16,395,981.00;16,374,722.50;16,374,722.50;13,918,514.13;Uniwersytet Jagielloński;6750002236;31-007;Kraków;Małopolskie;Powiat m. Kraków;02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych;uczelnia wyższa;00 Nie dotyczy;POIS.13.01.00-00-062/08-02;Nie;2011/04/12;2011/04/12
12-11;12;Powiat;Powiat nowotarski;;;;;;16395981.0;16374722.5;16374722.5;13918514.13;;;;;;;;;;;;;
12-11-1;12-11;Projekt;Rozbudowa i modernizacja infrastruktury dydaktycznej na kierunkach przyrodniczych i ścisłych UJ;POIS.13.01.00-00-062/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.13.00.00;POIS.13.01.00;;16,395,981.00;16,374,722.50;16,374,722.50;13,918,514.13;Uniwersytet Jagielloński;6750002236;31-007;Kraków;Małopolskie;Powiat m. Kraków;02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych;uczelnia wyższa;00 Nie dotyczy;POIS.13.01.00-00-062/08-02;Nie;2011/04/12;2011/04/12
24-16-2;24-16;Projekt;Rozbudowa i modernizacja infrastruktury dydaktycznej na kierunkach przyrodniczych i ścisłych UJ;POIS.13.01.00-00-062/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.13.00.00;POIS.13.01.00;;32,791,962.00;32,749,445.00;32,749,445.00;27,837,028.25;Uniwersytet Jagielloński;6750002236;31-007;Kraków;Małopolskie;Powiat m. Kraków;02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych;uczelnia wyższa;00 Nie dotyczy;POIS.13.01.00-00-062/08-02;Nie;2011/04/12;2011/04/12
10-63;10;Powiat;Powiat m. Skierniewice;;;;;;5642240.0;4584000.0;2292000.0;2292000.0;;;;;;;;;;;;;
10-63-1;10-63;Projekt;Zakup autobusów dla MZK Sp. z o.o. - etap II Zakup sześciu sztuk autobusów;RPLD.01.04.00-00-008/09-01;Regionalny Program Operacyjny Województwa Łódzkiego;RPLD.01.00.00;RPLD.01.04.00;;5,642,240.00;4,584,000.00;2,292,000.00;2,292,000.00;Miejski Zakład Komunikacji w Skierniewicach Sp. z o.o.;8361331389;96-100;Skierniewice;Łódzkie;Powiat m. Skierniewice / Powiat skierniewicki;25 Transport miejski;spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo;01 Obszar miejski;;;2011/05/04;2011/05/04
12-01;12;Powiat;Powiat bocheński;;;;;;3690790.71;2625141.7;1614123.34;1614123.34;;;;;;;;;;;;;
12-01-1;12-01;Projekt;"Rowerowy Pierścień Solny „Salina Cracoviensis” – turystyczny szlak kulturowy  po dawnych salinach wielicko-bocheńskich;";RPMP.03.01.03-12-039/09-01;Regionalny Program Operacyjny Województwa Małopolskiego;RPMP.03.00.00;RPMP.03.01.00;RPMP.03.01.03;1,325,904.51;260,255.50;195,191.62;195,191.62;Gmina Miasta Bochnia;8681001825;32-700;Bochnia;Małopolskie;Powiat bocheński;57 Inne wsparcie na rzecz wzmocnienia usług turystycznych;wspólnota samorządowa;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia);;;2011/03/22;2011/03/22
12-02;12;Powiat;Powiat brzeski;;;;;;3690790.71;2625141.7;1614123.34;1614123.34;;;;;;;;;;;;;
12-02-1;12-02;Projekt;"Rowerowy Pierścień Solny „Salina Cracoviensis” – turystyczny szlak kulturowy  po dawnych salinach wielicko-bocheńskich;";RPMP.03.01.03-12-039/09-01;Regionalny Program Operacyjny Województwa Małopolskiego;RPMP.03.00.00;RPMP.03.01.00;RPMP.03.01.03;1,325,904.51;260,255.50;195,191.62;195,191.62;Gmina Miasta Bochnia;8681001825;32-700;Bochnia;Małopolskie;Powiat bocheński;57 Inne wsparcie na rzecz wzmocnienia usług turystycznych;wspólnota samorządowa;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia);;;2011/03/22;2011/03/22
12-19;12;Powiat;Powiat wielicki;;;;;;13945133.73;12879484.72;8397690.61;8397690.61;;;;;;;;;;;;;
12-19-1;12-19;Projekt;"Rowerowy Pierścień Solny „Salina Cracoviensis” – turystyczny szlak kulturowy  po dawnych salinach wielicko-bocheńskich;";RPMP.03.01.03-12-039/09-01;Regionalny Program Operacyjny Województwa Małopolskiego;RPMP.03.00.00;RPMP.03.01.00;RPMP.03.01.03;1,325,904.51;260,255.50;195,191.62;195,191.62;Gmina Miasta Bochnia;8681001825;32-700;Bochnia;Małopolskie;Powiat bocheński;57 Inne wsparcie na rzecz wzmocnienia usług turystycznych;wspólnota samorządowa;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia);;;2011/03/22;2011/03/22
12-05;12;Powiat;Powiat gorlicki;;;;;;15983714.76;15983700.0;13494462.5;13494462.5;;;;;;;;;;;;;
12-05-1;12-05;Projekt;Małopolska - Karpaty OFFer. Międzynarodowy Multimedialny Festiwal Sztuki;RPMP.03.03.02-12-078/08-06;Regionalny Program Operacyjny Województwa Małopolskiego;RPMP.03.00.00;RPMP.03.03.00;RPMP.03.03.02;261,964.76;261,950.00;130,975.00;130,975.00;Małopolskie Centrum Kultury SOKÓŁ;7340019427;33-300;Nowy Sącz;Małopolskie;Powiat m. Nowy Sącz / Powiat nowosądecki;60 Inne wsparcie dla poprawy usług kulturalnych;bez szczególnej formy prawnej;01 Obszar miejski;RPMP.03.03.02-12-078/08-09;Nie;2011/01/24;2011/01/24
12-07;12;Powiat;Powiat limanowski;;;;;;12881193.98;12881179.22;8333473.99;8333473.99;;;;;;;;;;;;;
12-07-1;12-07;Projekt;Małopolska - Karpaty OFFer. Międzynarodowy Multimedialny Festiwal Sztuki;RPMP.03.03.02-12-078/08-06;Regionalny Program Operacyjny Województwa Małopolskiego;RPMP.03.00.00;RPMP.03.03.00;RPMP.03.03.02;261,964.76;261,950.00;130,975.00;130,975.00;Małopolskie Centrum Kultury SOKÓŁ;7340019427;33-300;Nowy Sącz;Małopolskie;Powiat m. Nowy Sącz / Powiat nowosądecki;60 Inne wsparcie dla poprawy usług kulturalnych;bez szczególnej formy prawnej;01 Obszar miejski;RPMP.03.03.02-12-078/08-09;Nie;2011/01/24;2011/01/24
12-61-4;12-61;Projekt;Małopolska - Karpaty OFFer. Międzynarodowy Multimedialny Festiwal Sztuki;RPMP.03.03.02-12-078/08-06;Regionalny Program Operacyjny Województwa Małopolskiego;RPMP.03.00.00;RPMP.03.03.00;RPMP.03.03.02;261,964.76;261,950.00;130,975.00;130,975.00;Małopolskie Centrum Kultury SOKÓŁ;7340019427;33-300;Nowy Sącz;Małopolskie;Powiat m. Nowy Sącz / Powiat nowosądecki;60 Inne wsparcie dla poprawy usług kulturalnych;bez szczególnej formy prawnej;01 Obszar miejski;RPMP.03.03.02-12-078/08-09;Nie;2011/01/24;2011/01/24
12-10-2;12-10;Projekt;Małopolska - Karpaty OFFer. Międzynarodowy Multimedialny Festiwal Sztuki;RPMP.03.03.02-12-078/08-06;Regionalny Program Operacyjny Województwa Małopolskiego;RPMP.03.00.00;RPMP.03.03.00;RPMP.03.03.02;261,964.76;261,950.00;130,975.00;130,975.00;Małopolskie Centrum Kultury SOKÓŁ;7340019427;33-300;Nowy Sącz;Małopolskie;Powiat m. Nowy Sącz / Powiat nowosądecki;60 Inne wsparcie dla poprawy usług kulturalnych;bez szczególnej formy prawnej;01 Obszar miejski;RPMP.03.03.02-12-078/08-09;Nie;2011/01/24;2011/01/24
12-16-2;12-16;Projekt;Małopolska - Karpaty OFFer. Międzynarodowy Multimedialny Festiwal Sztuki;RPMP.03.03.02-12-078/08-06;Regionalny Program Operacyjny Województwa Małopolskiego;RPMP.03.00.00;RPMP.03.03.00;RPMP.03.03.02;261,964.76;261,950.00;130,975.00;130,975.00;Małopolskie Centrum Kultury SOKÓŁ;7340019427;33-300;Nowy Sącz;Małopolskie;Powiat m. Nowy Sącz / Powiat nowosądecki;60 Inne wsparcie dla poprawy usług kulturalnych;bez szczególnej formy prawnej;01 Obszar miejski;RPMP.03.03.02-12-078/08-09;Nie;2011/01/24;2011/01/24
12-07-2;12-07;Projekt;Modernizacja drogi wojewódzkiej nr 964 Kasina-Uście Solne ETAP I;RPMP.04.01.01-12-055/08-04;Regionalny Program Operacyjny Województwa Małopolskiego;RPMP.04.00.00;RPMP.04.01.00;RPMP.04.01.01;12,619,229.22;12,619,229.22;8,202,498.99;8,202,498.99;Województwo Małopolskie;6762178337;31-156;Kraków;Małopolskie;Powiat m. Kraków;23 Drogi regionalne/lokalne;wspólnota samorządowa;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia);;;2011/02/17;2011/02/25
12-09-2;12-09;Projekt;Modernizacja drogi wojewódzkiej nr 964 Kasina-Uście Solne ETAP I;RPMP.04.01.01-12-055/08-04;Regionalny Program Operacyjny Województwa Małopolskiego;RPMP.04.00.00;RPMP.04.01.00;RPMP.04.01.01;12,619,229.22;12,619,229.22;8,202,498.99;8,202,498.99;Województwo Małopolskie;6762178337;31-156;Kraków;Małopolskie;Powiat m. Kraków;23 Drogi regionalne/lokalne;wspólnota samorządowa;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia);;;2011/02/17;2011/02/25
12-19-2;12-19;Projekt;Modernizacja drogi wojewódzkiej nr 964 Kasina-Uście Solne ETAP I;RPMP.04.01.01-12-055/08-04;Regionalny Program Operacyjny Województwa Małopolskiego;RPMP.04.00.00;RPMP.04.01.00;RPMP.04.01.01;12,619,229.22;12,619,229.22;8,202,498.99;8,202,498.99;Województwo Małopolskie;6762178337;31-156;Kraków;Małopolskie;Powiat m. Kraków;23 Drogi regionalne/lokalne;wspólnota samorządowa;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia);;;2011/02/17;2011/02/25
12-06-2;12-06;Projekt;Modernizacja drogi woj. nr 776 Kraków - Proszowice - Ostrów;RPMP.04.01.01-12-059/08-05;Regionalny Program Operacyjny Województwa Małopolskiego;RPMP.04.00.00;RPMP.04.01.00;RPMP.04.01.01;58,904,198.36;57,978,939.00;37,686,310.00;37,686,310.00;Województwo Małopolskie;6762083499;31-156;Kraków;Małopolskie;Powiat m. Kraków;23 Drogi regionalne/lokalne;wspólnota samorządowa;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia);;;2011/03/24;2011/03/24
12-14;12;Powiat;Powiat proszowicki;;;;;;58904198.36;57978939.0;37686310.0;37686310.0;;;;;;;;;;;;;
12-14-1;12-14;Projekt;Modernizacja drogi woj. nr 776 Kraków - Proszowice - Ostrów;RPMP.04.01.01-12-059/08-05;Regionalny Program Operacyjny Województwa Małopolskiego;RPMP.04.00.00;RPMP.04.01.00;RPMP.04.01.01;58,904,198.36;57,978,939.00;37,686,310.00;37,686,310.00;Województwo Małopolskie;6762083499;31-156;Kraków;Małopolskie;Powiat m. Kraków;23 Drogi regionalne/lokalne;wspólnota samorządowa;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia);;;2011/03/24;2011/03/24
12-05-2;12-05;Projekt;Modernizacja drogi wojewódzkiej nr 977 na odcinku Tarnów - Konieczna;RPMP.04.01.01-12-190/10-01;Regionalny Program Operacyjny Województwa Małopolskiego;RPMP.04.00.00;RPMP.04.01.00;RPMP.04.01.01;15,721,750.00;15,721,750.00;13,363,487.50;13,363,487.50;Województwo Małopolskie;6762178337;31-156; Kraków;Małopolskie;Powiat m. Kraków;23 Drogi regionalne/lokalne;wspólnota samorządowa;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia);RPMP.04.01.01-12-190/10-02;Nie;2011/02/22;2011/02/25
12-16-3;12-16;Projekt;Modernizacja drogi wojewódzkiej nr 977 na odcinku Tarnów - Konieczna;RPMP.04.01.01-12-190/10-01;Regionalny Program Operacyjny Województwa Małopolskiego;RPMP.04.00.00;RPMP.04.01.00;RPMP.04.01.01;15,721,750.00;15,721,750.00;13,363,487.50;13,363,487.50;Województwo Małopolskie;6762178337;31-156; Kraków;Małopolskie;Powiat m. Kraków;23 Drogi regionalne/lokalne;wspólnota samorządowa;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia);RPMP.04.01.01-12-190/10-02;Nie;2011/02/22;2011/02/25
12-01-2;12-01;Projekt;„Bezpieczna Małopolska – poprawa skuteczności działań małopolskich jednostek PSP poprzez zakup specjalistycznego sprzętu pożarniczego”;RPMP.06.03.03-12-470/10-00;Regionalny Program Operacyjny Województwa Małopolskiego;RPMP.06.00.00;RPMP.06.03.00;RPMP.06.03.03;2,364,886.20;2,364,886.20;1,418,931.72;1,418,931.72;Komenda Wojewódzka Państwowej Straży Pożarnej w Krakowie;6750007386;30-134;Kraków;Małopolskie;Powiat m. Kraków;79 Pozostała infrastruktura społeczna;organ władzy, administracji rządowej;01 Obszar miejski;;;2011/04/20;2011/04/28
12-02-2;12-02;Projekt;„Bezpieczna Małopolska – poprawa skuteczności działań małopolskich jednostek PSP poprzez zakup specjalistycznego sprzętu pożarniczego”;RPMP.06.03.03-12-470/10-00;Regionalny Program Operacyjny Województwa Małopolskiego;RPMP.06.00.00;RPMP.06.03.00;RPMP.06.03.03;2,364,886.20;2,364,886.20;1,418,931.72;1,418,931.72;Komenda Wojewódzka Państwowej Straży Pożarnej w Krakowie;6750007386;30-134;Kraków;Małopolskie;Powiat m. Kraków;79 Pozostała infrastruktura społeczna;organ władzy, administracji rządowej;01 Obszar miejski;;;2011/04/20;2011/04/28
12-04;12;Powiat;Powiat dąbrowski;;;;;;2364886.2;2364886.2;1418931.72;1418931.72;;;;;;;;;;;;;
12-04-1;12-04;Projekt;„Bezpieczna Małopolska – poprawa skuteczności działań małopolskich jednostek PSP poprzez zakup specjalistycznego sprzętu pożarniczego”;RPMP.06.03.03-12-470/10-00;Regionalny Program Operacyjny Województwa Małopolskiego;RPMP.06.00.00;RPMP.06.03.00;RPMP.06.03.03;2,364,886.20;2,364,886.20;1,418,931.72;1,418,931.72;Komenda Wojewódzka Państwowej Straży Pożarnej w Krakowie;6750007386;30-134;Kraków;Małopolskie;Powiat m. Kraków;79 Pozostała infrastruktura społeczna;organ władzy, administracji rządowej;01 Obszar miejski;;;2011/04/20;2011/04/28
12-06-3;12-06;Projekt;„Bezpieczna Małopolska – poprawa skuteczności działań małopolskich jednostek PSP poprzez zakup specjalistycznego sprzętu pożarniczego”;RPMP.06.03.03-12-470/10-00;Regionalny Program Operacyjny Województwa Małopolskiego;RPMP.06.00.00;RPMP.06.03.00;RPMP.06.03.03;2,364,886.20;2,364,886.20;1,418,931.72;1,418,931.72;Komenda Wojewódzka Państwowej Straży Pożarnej w Krakowie;6750007386;30-134;Kraków;Małopolskie;Powiat m. Kraków;79 Pozostała infrastruktura społeczna;organ władzy, administracji rządowej;01 Obszar miejski;;;2011/04/20;2011/04/28
12-16-4;12-16;Projekt;„Bezpieczna Małopolska – poprawa skuteczności działań małopolskich jednostek PSP poprzez zakup specjalistycznego sprzętu pożarniczego”;RPMP.06.03.03-12-470/10-00;Regionalny Program Operacyjny Województwa Małopolskiego;RPMP.06.00.00;RPMP.06.03.00;RPMP.06.03.03;2,364,886.20;2,364,886.20;1,418,931.72;1,418,931.72;Komenda Wojewódzka Państwowej Straży Pożarnej w Krakowie;6750007386;30-134;Kraków;Małopolskie;Powiat m. Kraków;79 Pozostała infrastruktura społeczna;organ władzy, administracji rządowej;01 Obszar miejski;;;2011/04/20;2011/04/28
24-05-2;24-05;Projekt;KonferTur - promocja turystyczna kluczem do wzrostu rozpoznawalności powiatu gliwickiego;RPSL.03.04.00-00-001/08-03;Regionalny Program Operacyjny Województwa Śląskiego;RPSL.03.00.00;RPSL.03.04.00;;66,284.22;65,546.72;55,714.71;55,714.71;Powiat Gliwicki;6312213855;44-100;Gliwice;Śląskie;Powiat m. Gliwice;57 Inne wsparcie na rzecz wzmocnienia usług turystycznych;wspólnota samorządowa - powiat;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia);;;2011/02/01;2011/02/01
24-13;24;Powiat;Powiat tarnogórski;;;;;;1007068.72;1003693.25;853139.26;853139.26;;;;;;;;;;;;;
24-13-1;24-13;Projekt;Wszystkie drogi prowadzą do nas - promocja turystyczna Powiatu Tarnogórskiego;RPSL.03.04.00-00-001/09-02;Regionalny Program Operacyjny Województwa Śląskiego;RPSL.03.00.00;RPSL.03.04.00;;500,000.00;500,000.00;425,000.00;425,000.00;Powiat Tarnogórski;6452513103;42-600;Tarnowskie Góry;Śląskie;Powiat tarnogórski;57 Inne wsparcie na rzecz wzmocnienia usług turystycznych;wspólnota samorządowa - powiat;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia);RPSL.03.04.00-00-001/09-06;Nie;2011/02/08;2011/02/11
24-04;24;Powiat;Powiat częstochowski;;;;;;631523.0;631523.0;536794.55;536794.55;;;;;;;;;;;;;
