"numer";"parent";"idef";"czesc";"level";"tresc";"pozycja";"total";"dot_sub";"swiad_fiz";"wyd_jednostek";"wyd_majatk";"wyd_dlug";"sw_eu";"wspolfin_eu"
853;"54";"54-853";"54";1;"Pozostałe zadania w zakresie polityki społecznej";8;14022;1000;9500;3522;;;;
85323;"54-853";"54-853-23";"54";2;"Państwowy Fundusz Kombatantów";9;14022;1000;9500;3522;;;;
921;"54";"54-921";"54";1;"Kultura i ochrona dziedzictwa narodowego";10;800;800;;;;;;
92195;"54-921";"54-921-95";"54";2;"Pozostała działalność";11;800;800;;;;;;
"56";;"56";"56";0;"CENTRALNE BIURO ANTYKORUPCYJNE";1;106971;;1822;94041;11108;;;
752;"56";"56-752";"56";1;"Obrona narodowa";2;10;;;10;;;;
75212;"56-752";"56-752-12";"56";2;"Pozostałe wydatki obronne";3;10;;;10;;;;
754;"56";"56-754";"56";1;"Bezpieczeństwo  publiczne i ochrona przeciwpożarowa";4;106961;;1822;94031;11108;;;
75420;"56-754";"56-754-20";"56";2;"Centralne Biuro Antykorupcyjne";5;106961;;1822;94031;11108;;;
"57";;"57";"57";0;"AGENCJA BEZPIECZEŃSTWA WEWNĘTRZNEGO";1;502307;;20177;469049;13000;;;81
750;"57";"57-750";"57";1;"Administracja publiczna";2;4592;;;4592;;;;
75076;"57-750";"57-750-76";"57";2;"Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej";3;4592;;;4592;;;;
752;"57";"57-752";"57";1;"Obrona narodowa";4;33;;;33;;;;
75212;"57-752";"57-752-12";"57";2;"Pozostałe wydatki obronne";5;33;;;33;;;;
754;"57";"57-754";"57";1;"Bezpieczeństwo  publiczne i ochrona przeciwpożarowa";6;497682;;20177;464424;13000;;;81
75418;"57-754";"57-754-18";"57";2;"Agencja Bezpieczeństwa  Wewnętrznego";7;497682;;20177;464424;13000;;;81
"58";;"58";"58";0;"GŁÓWNY URZĄD STATYSTYCZNY";1;694382;87500;94117;473384;32820;;;6561
150;"58";"58-150";"58";1;"Przetwórstwo przemysłowe";2;8635;;24;8551;60;;;
15001;"58-150";"58-150-01";"58";2;"Drukarnie";3;8635;;24;8551;60;;;
720;"58";"58-720";"58";1;"Informatyka";4;180289;;216;180030;43;;;
72001;"58-720";"58-720-01";"58";2;"Zakłady techniki obliczeniowej";5;19432;;39;19393;;;;
72002;"58-720";"58-720-02";"58";2;"Inne jednostki usług informatycznych";6;160857;;177;160637;43;;;
750;"58";"58-750";"58";1;"Administracja publiczna";7;505448;87500;93877;284793;32717;;;6561
75001;"58-750";"58-750-01";"58";2;"Urzędy naczelnych i centralnych organów administracji rządowej";8;72524;;420;65020;1629;;;5455
75007;"58-750";"58-750-07";"58";2;"Jednostki terenowe podległe naczelnym i centralnym organom administracji rządowej";9;104338;;138;103319;881;;;
75056;"58-750";"58-750-56";"58";2;"Spis powszechny i inne";10;326706;87500;93305;114628;30167;;;1106
75076;"58-750";"58-750-76";"58";2;"Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej";11;419;;;419;;;;
75095;"58-750";"58-750-95";"58";2;"Pozostała działalność";12;1461;;14;1407;40;;;
752;"58";"58-752";"58";1;"Obrona narodowa";13;10;;;10;;;;
75212;"58-752";"58-752-12";"58";2;"Pozostałe wydatki obronne";14;10;;;10;;;;
"59";;"59";"59";0;"AGENCJA WYWIADU";1;155726;;4799;128047;22880;;;
754;"59";"59-754";"59";1;"Bezpieczeństwo  publiczne i ochrona przeciwpożarowa";2;155726;;4799;128047;22880;;;
75419;"59-754";"59-754-19";"59";2;"Agencja Wywiadu";3;155726;;4799;128047;22880;;;
"60";;"60";"60";0;"WYŻSZY URZĄD GÓRNICZY";1;52754;;43;51811;900;;;
750;"60";"60-750";"60";1;"Administracja publiczna";2;52754;;43;51811;900;;;
75001;"60-750";"60-750-01";"60";2;"Urzędy naczelnych i centralnych organów administracji rządowej";3;20162;;43;19219;900;;;
75007;"60-750";"60-750-07";"60";2;"Jednostki terenowe podległe naczelnym i centralnym organom administracji rządowej";4;32578;;;32578;;;;
75076;"60-750";"60-750-76";"60";2;"Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej";5;14;;;14;;;;
"61";;"61";"61";0;"URZĄD PATENTOWY RZECZYPOSPOLITEJ POLSKIEJ";1;47084;;100;46684;300;;;
750;"61";"61-750";"61";1;"Administracja publiczna";2;47083;;100;46683;300;;;
75001;"61-750";"61-750-01";"61";2;"Urzędy naczelnych i centralnych organów administracji rządowej";3;46655;;100;46255;300;;;
75076;"61-750";"61-750-76";"61";2;"Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej";4;428;;;428;;;;
752;"61";"61-752";"61";1;"Obrona narodowa";5;1;;;1;;;;
75212;"61-752";"61-752-12";"61";2;"Pozostałe wydatki obronne";6;1;;;1;;;;
"62";;"62";"62";0;"RYBOŁÓWSTWO";1;177102;5650;189;24573;3436;;;143254
50;"62";"62-050";"62";1;"Rybołówstwo i rybactwo";2;151451;5650;180;17295;416;;;127910
5004;"62-050";"62-050-04";"62";2;"Inspektoraty rybołówstwa morskiego";3;12976;;170;11015;416;;;1375
5006;"62-050";"62-050-06";"62";2;"Zarybianie polskich obszarów morskich";4;4864;;;4864;;;;
5011;"62-050";"62-050-11";"62";2;"Program Operacyjny Zrównoważony rozwój sektora rybołówstwa i nadbrzeżnych obszarów rybackich 2007-2013";5;126535;;;;;;;126535
5095;"62-050";"62-050-95";"62";2;"Pozostała działalność";6;7076;5650;10;1416;;;;
750;"62";"62-750";"62";1;"Administracja publiczna";7;25646;;9;7273;3020;;;15344
75001;"62-750";"62-750-01";"62";2;"Urzędy naczelnych i centralnych organów administracji rządowej";8;25393;;9;7020;3020;;;15344
75076;"62-750";"62-750-76";"62";2;"Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej";9;253;;;253;;;;
752;"62";"62-752";"62";1;"Obrona narodowa";10;5;;;5;;;;
75212;"62-752";"62-752-12";"62";2;"Pozostałe wydatki obronne";11;5;;;5;;;;
"63";;"63";"63";0;"RODZINA";1;13247;8100;6;5141;;;;
750;"63";"63-750";"63";1;"Administracja publiczna";2;5447;300;6;5141;;;;
75001;"63-750";"63-750-01";"63";2;"Urzędy naczelnych i centralnych organów administracji rządowej";3;4531;;6;4525;;;;
75076;"63-750";"63-750-76";"63";2;"Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej";4;366;;;366;;;;
75095;"63-750";"63-750-95";"63";2;"Pozostała działalność";5;550;300;;250;;;;
852;"63";"63-852";"63";1;"Pomoc społeczna";6;7800;7800;;;;;;
85295;"63-852";"63-852-95";"63";2;"Pozostała działalność";7;7800;7800;;;;;;
"64";;"64";"64";0;"GŁÓWNY URZĄD MIAR";1;126631;;324;122999;3308;;;
750;"64";"64-750";"64";1;"Administracja publiczna";2;126629;;324;122997;3308;;;
75001;"64-750";"64-750-01";"64";2;"Urzędy naczelnych i centralnych organów administracji rządowej";3;34173;;62;32552;1559;;;
75007;"64-750";"64-750-07";"64";2;"Jednostki terenowe podległe naczelnym i centralnym organom administracji rządowej";4;92456;;262;90445;1749;;;
752;"64";"64-752";"64";1;"Obrona narodowa";5;2;;;2;;;;
75212;"64-752";"64-752-12";"64";2;"Pozostałe wydatki obronne";6;2;;;2;;;;
"65";;"65";"65";0;"POLSKI KOMITET NORMALIZACYJNY";1;33524;;34;28178;5312;;;
750;"65";"65-750";"65";1;"Administracja publiczna";2;33520;;34;28174;5312;;;
75002;"65-750";"65-750-02";"65";2;"Polski Komitet Normalizacyjny";3;33520;;34;28174;5312;;;
752;"65";"65-752";"65";1;"Obrona narodowa";4;4;;;4;;;;
75212;"65-752";"65-752-12";"65";2;"Pozostałe wydatki obronne";5;4;;;4;;;;
"66";;"66";"66";0;"RZECZNIK PRAW PACJENTA";1;6591;;2;6439;150;;;
750;"66";"66-750";"66";1;"Administracja publiczna";2;6591;;2;6439;150;;;
75001;"66-750";"66-750-01";"66";2;"Urzędy naczelnych i centralnych organów administracji rządowej";3;6591;;2;6439;150;;;
"67";;"67";"67";0;"POLSKA AKADEMIA NAUK";1;80110;79924;;;186;;;
730;"67";"67-730";"67";1;"Nauka";2;80110;79924;;;186;;;
73010;"67-730";"67-730-10";"67";2;"Działalność organów i korporacji uczonych Polskiej Akademii Nauk";3;13020;13020;;;;;;
73011;"67-730";"67-730-11";"67";2;"Działalność pomocniczych jednostek naukowych i innych jednostek organizacyjnych  Polskiej Akademii Nauk";4;45823;45773;;;50;;;
73095;"67-730";"67-730-95";"67";2;"Pozostała działalność";5;21267;21131;;;136;;;
"68";;"68";"68";0;"PAŃSTWOWA AGENCJA ATOMISTYKI";1;100697;8129;390;91774;404;;;
150;"68";"68-150";"68";1;"Przetwórstwo przemysłowe";2;8691;8129;335;3;224;;;
15004;"68-150";"68-150-04";"68";2;"Zadania w zakresie bezpiecznego wykorzystania energii atomowej";3;8353;8129;;;224;;;
15095;"68-150";"68-150-95";"68";2;"Pozostała działalność";4;338;;335;3;;;;
750;"68";"68-750";"68";1;"Administracja publiczna";5;92001;;55;91766;180;;;
75001;"68-750";"68-750-01";"68";2;"Urzędy naczelnych i centralnych organów administracji rządowej";6;91695;;55;91460;180;;;
75076;"68-750";"68-750-76";"68";2;"Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej";7;106;;;106;;;;
75095;"68-750";"68-750-95";"68";2;"Pozostała działalność";8;200;;;200;;;;
752;"68";"68-752";"68";1;"Obrona narodowa";9;5;;;5;;;;
75212;"68-752";"68-752-12";"68";2;"Pozostałe wydatki obronne";10;5;;;5;;;;
"70";;"70";"70";0;"KOMISJA NADZORU FINANSOWEGO";1;203144;;30;184944;17700;;;470
758;"70";"70-758";"70";1;"Różne rozliczenia";2;203144;;30;184944;17700;;;470
75821;"70-758";"70-758-21";"70";2;"Komisja Nadzoru Finansowego";3;203144;;30;184944;17700;;;470
"71";;"71";"71";0;"URZĄD TRANSPORTU  KOLEJOWEGO";1;18008;;30;17632;346;;;
750;"71";"71-750";"71";1;"Administracja publiczna";2;18008;;30;17632;346;;;
75001;"71-750";"71-750-01";"71";2;"Urzędy naczelnych i centralnych organów administracji rządowej";3;18008;;30;17632;346;;;
"72";;"72";"72";0;"KASA ROLNICZEGO UBEZPIECZENIA  SPOŁECZNEGO";1;15811660;15137384;652157;22119;;;;
752;"72";"72-752";"72";1;"Obrona narodowa";2;10;;;10;;;;
75212;"72-752";"72-752-12";"72";2;"Pozostałe wydatki obronne";3;10;;;10;;;;
753;"72";"72-753";"72";1;"Obowiązkowe ubezpieczenia społeczne";4;15789481;15137384;652097;;;;;
75305;"72-753";"72-753-05";"72";2;"Fundusz Emerytalno-Rentowy";5;15120037;15120037;;;;;;
75306;"72-753";"72-753-06";"72";2;"Fundusz Prewencji i Rehabilitacji";6;1000;1000;;;;;;
75313;"72-753";"72-753-13";"72";2;"Świadczenia finansowane z budżetu państwa zlecone do wypłaty Zakładowi Ubezpieczeń Społecznych i Kasie Rolniczego Ubezpieczenia Społecznego";7;668444;16347;652097;;;;;
851;"72";"72-851";"72";1;"Ochrona zdrowia";8;22109;;;22109;;;;
85156;"72-851";"72-851-56";"72";2;"Składki na ubezpieczenie zdrowotne oraz świadczenia dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego";9;22109;;;22109;;;;
853;"72";"72-853";"72";1;"Pozostałe zadania w zakresie polityki społecznej";10;60;;60;;;;;
85335;"72-853";"72-853-35";"72";2;"Refundacja ulg dla inwalidów wojennych i wojskowych z tytułu ubezpieczenia OC i AC";11;60;;60;;;;;
"73";;"73";"73";0;"ZAKŁAD UBEZPIECZEŃ  SPOŁECZNYCH";1;44577087;37210598;5359003;2007486;;;;
753;"73";"73-753";"73";1;"Obowiązkowe ubezpieczenia społeczne";2;42410858;37161745;3507851;1741262;;;;
75303;"73-753";"73-753-03";"73";2;"Fundusz Ubezpieczeń Społecznych";3;37134406;37134406;;;;;;
75309;"73-753";"73-753-09";"73";2;"Składki na ubezpieczenia społeczne";4;1741206;;;1741206;;;;
75313;"73-753";"73-753-13";"73";2;"Świadczenia finansowane z budżetu państwa zlecone do wypłaty Zakładowi Ubezpieczeń Społecznych i Kasie Rolniczego Ubezpieczenia Społecznego";5;3534624;27339;3507232;53;;;;
75395;"73-753";"73-753-95";"73";2;"Pozostała działalność";6;622;;619;3;;;;
851;"73";"73-851";"73";1;"Ochrona zdrowia";7;266192;;;266192;;;;
85156;"73-851";"73-851-56";"73";2;"Składki na ubezpieczenie zdrowotne oraz świadczenia dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego";8;266192;;;266192;;;;
853;"73";"73-853";"73";1;"Pozostałe zadania w zakresie polityki społecznej";9;1900037;48853;1851152;32;;;;
85335;"73-853";"73-853-35";"73";2;"Refundacja ulg dla inwalidów wojennych i wojskowych z tytułu ubezpieczenia OC i AC";10;651;;651;;;;;
85347;"73-853";"73-853-47";"73";2;"Renta socjalna";11;1899386;48853;1850501;32;;;;
"74";;"74";"74";0;"PROKURATORIA  GENERALNA SKARBU PAŃSTWA";1;40604;;5;40354;245;;;
750;"74";"74-750";"74";1;"Administracja publiczna";2;40600;;5;40350;245;;;
75003;"74-750";"74-750-03";"74";2;"Prokuratoria Generalna Skarbu Państwa";3;40600;;5;40350;245;;;
752;"74";"74-752";"74";1;"Obrona narodowa";4;4;;;4;;;;
75212;"74-752";"74-752-12";"74";2;"Pozostałe wydatki obronne";5;4;;;4;;;;
"75";;"75";"75";0;"RZĄDOWE CENTRUM LEGISLACJI";1;24744;;4;22709;2000;;;31
750;"75";"75-750";"75";1;"Administracja publiczna";2;24744;;4;22709;2000;;;31
75006;"75-750";"75-750-06";"75";2;"Rządowe Centrum Legislacji";3;24744;;4;22709;2000;;;31
"76";;"76";"76";0;"URZĄD KOMUNIKACJI  ELEKTRONICZNEJ";1;88554;;130;79745;6204;;;2475
600;"76";"76-600";"76";1;"Transport i łączność";2;88353;;130;79544;6204;;;2475
60047;"76-600";"76-600-47";"76";2;"Urząd Komunikacji Elektronicznej";3;88353;;130;79544;6204;;;2475
750;"76";"76-750";"76";1;"Administracja publiczna";4;133;;;133;;;;
75076;"76-750";"76-750-76";"76";2;"Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej";5;133;;;133;;;;
752;"76";"76-752";"76";1;"Obrona narodowa";6;68;;;68;;;;
75212;"76-752";"76-752-12";"76";2;"Pozostałe wydatki obronne";7;68;;;68;;;;
"78";;"78";"78";0;"OBSŁUGA ZADŁUśENIA ZAGRANICZNEGO";1;8812800;;;;;8812800;;
757;"78";"78-757";"78";1;"Obsługa długu publicznego";2;8812800;;;;;8812800;;
75701;"78-757";"78-757-01";"78";2;"Obsługa zadłużenia zagranicznego,  należności i innych operacji";3;8779284;;;;;8779284;;
75704;"78-757";"78-757-04";"78";2;"Rozliczenia z tytułu poręczeń i gwarancji udzielonych przez Skarb Państwa lub jednostkę samorządu terytorialnego";4;33516;;;;;33516;;
"79";;"79";"79";0;"OBSŁUGA DŁUGU KRAJOWEGO";1;29621700;;;;;29621700;;
757;"79";"79-757";"79";1;"Obsługa długu publicznego";2;29621700;;;;;29621700;;
75703;"79-757";"79-757-03";"79";2;"Obsługa skarbowych papierów wartościowych oraz innych instrumentów finansowych na rynku krajowym";3;28825700;;;;;28825700;;
75704;"79-757";"79-757-04";"79";2;"Rozliczenia z tytułu poręczeń i gwarancji udzielonych przez Skarb Państwa lub jednostkę samorządu terytorialnego";4;796000;;;;;796000;;
"80";;"80";"80";0;"REGIONALNE IZBY OBRACHUNKOWE";1;102751;;59;100808;1829;;;55
750;"80";"80-750";"80";1;"Administracja publiczna";2;102751;;59;100808;1829;;;55
75015;"80-750";"80-750-15";"80";2;"Regionalne izby obrachunkowe";3;102751;;59;100808;1829;;;55
"81";;"81";"81";0;"REZERWA OGÓLNA";1;95000;;;95000;;;;
758;"81";"81-758";"81";1;"Różne rozliczenia";2;95000;;;95000;;;;
75817;"81-758";"81-758-17";"81";2;"Ogólna rezerwa budżetowa Rady Ministrów";3;95000;;;95000;;;;
"82";;"82";"82";0;"SUBWENCJE OGÓLNE DLA JEDNOSTEK SAMORZĄDU TERYTORIALNEGO";1;48357658;48357658;;;;;;
758;"82";"82-758";"82";1;"Różne rozliczenia";2;48357658;48357658;;;;;;
75801;"82-758";"82-758-01";"82";2;"Część oświatowa subwencji ogólnej dla jednostek samorządu terytorialnego";3;36924829;36924829;;;;;;
75802;"82-758";"82-758-02";"82";2;"Uzupełnienie subwencji ogólnej dla jednostek samorządu terytorialnego";4;335999;335999;;;;;;
75803;"82-758";"82-758-03";"82";2;"Część wyrównawcza subwencji ogólnej dla powiatów";5;1583843;1583843;;;;;;
75804;"82-758";"82-758-04";"82";2;"Część wyrównawcza subwencji ogólnej dla województw";6;1112103;1112103;;;;;;
75805;"82-758";"82-758-05";"82";2;"Część rekompensująca  subwencji ogólnej dla gmin ";7;25000;25000;;;;;;
75807;"82-758";"82-758-07";"82";2;"Część wyrównawcza subwencji ogólnej dla gmin";8;5991329;5991329;;;;;;
75831;"82-758";"82-758-31";"82";2;"Część równoważąca subwencji ogólnej dla gmin";9;619427;619427;;;;;;
75832;"82-758";"82-758-32";"82";2;"Część równoważąca subwencji ogólnej dla powiatów";10;1137235;1137235;;;;;;
75833;"82-758";"82-758-33";"82";2;"Część regionalna subwencji ogólnej dla województw";11;627893;627893;;;;;;
83;;"83";"83";0;"REZERWY CELOWE (ogółem)";1;17825089;3408564;11000;4025369;2472399;;;7907757
758;"83";"83-758";"83";1;"Różne rozliczenia";2;17825089;3408564;11000;4025369;2472399;;;7907757
75818;"83-758";"83-758-18";"83";2;"Rezerwy ogólne i celowe (ogółem)";3;17825089;3408564;11000;4025369;2472399;;;7907757
"75818-001";"83-758-18";"83-758-18-001";"83";3;"Przeciwdziałanie i usuwanie skutków klęsk żywiołowych";4;1422627;;;1074627;348000;;;
"75818-002";"83-758-18";"83-758-18-002";"83";3;"Infrastruktura drogowa i portowa";5;98000;;;;98000;;;
"75818-003";"83-758-18";"83-758-18-003";"83";3;"Program poakcesyjnego wsparcia obszarów wiejskich";6;50390;;;50390;;;;
"75818-004";"83-758-18";"83-758-18-004";"83";3;"Dopłaty do paliwa rolniczego";7;720000;720000;;;;;;
"75818-005";"83-758-18";"83-758-18-005";"83";3;"Współfinansowanie projektów z udziałem środków europejskich, finansowanie projektów z udziałem środków otrzymywanych od państw członkowskich Europejskiego Porozumienia o Wolnym Handlu (EFTA), projektów z udziałem innych środków pochodzących z budżetu UE nie ujętych w budżecie środków europejskich, finansowanie projektów pomocy technicznej, finansowanie Wspólnej Polityki Rolnej, a także na pokrycie potrzeb wynikających z różnic kursowych przy realizacji programów finansowanuch z UE";8;7872305;;;;;;;7872305
"75818-006";"83-758-18";"83-758-18-006";"83";3;"Budowa i funkcjonowanie systemu powiadamiania ratunkowego na terenie kraju";9;69100;;;30000;39100;;;
"75818-007";"83-758-18";"83-758-18-007";"83";3;"Dofinansowanie kosztów podniesienia jakości oświaty";10;11888;;;11888;;;;
"75818-008";"83-758-18";"83-758-18-008";"83";3;"Stypendia Prezesa Rady Ministrów dla uczniów szczególnie uzdolnionych";11;11000;;11000;;;;;
"75818-009";"83-758-18";"83-758-18-009";"83";3;"Zwalczanie chorób zakaźnych zwierząt, badania monitoringowe pozostałości chemicznych i biologicznych w tkankach zwierząt, produktach pochodzenia zwierzęcego i paszach, finansowanie zadań zleconych przez Komisję Europejską oraz dofinansowanie kosztów realizacji zadań Inspekcji Weterynaryjnej";12;257100;;;257100;;;;
"75818-010";"83-758-18";"83-758-18-010";"83";3;"Pomoc dla repatriantów";13;9066;9066;;;;;;
"75818-011";"83-758-18";"83-758-18-011";"83";3;"Pomoc dla społeczności romskiej";14;10000;10000;;;;;;
"75818-012";"83-758-18";"83-758-18-012";"83";3;"Pomoc dla cudzoziemców, którzy uzyskali status uchodźcy lub ochronę uzupełniającą na terytorium Rzeczypospolitej Polskiej i wymagającą wsparcia w związku z procesem integracji";15;2900;2900;;;;;;
"75818-013";"83-758-18";"83-758-18-013";"83";3;"Zobowiązania wymagalne Skarbu Państwa";16;285735;;;285735;;;;
"75818-014";"83-758-18";"83-758-18-014";"83";3;"Środki na finansowanie przez Krajowe Biuro Wyborcze ustawowo określonych zadań dotyczących wyborów i referendów";17;190680;;;189440;1240;;;
"75818-015";"83-758-18";"83-758-18-015";"83";3;"Program dla Odry  2006";18;75099;;;;75099;;;
"75818-016";"83-758-18";"83-758-18-016";"83";3;"Rezerwa płacowa na zmiany organizacyjne i nowe zadania oraz na wynagrodzenia osób zajmujących się programami finansowanymi z budżetu UE oraz środkami z pomocy udzielanej przez państwa członkowskie EFTA";19;50672;;;15220;;;;35452
"75818-017";"83-758-18";"83-758-18-017";"83";3;"Środki na szkolenia i wynagrodzenia na nowe mianowania urzędników służby cywilnej oraz skutki przechodzące z 2010 r. oraz zwiększenie wynagrodzeń nowo powołanych ekspertów w Urzędzie Patentowym Rzeczypospolitej Polskiej";20;13958;;;13958;;;;
"75818-018";"83-758-18";"83-758-18-018";"83";3;"Rezerwa na zwiększenie wynagrodzeń przeznaczonych na wypłaty wynagrodzeń dla osób odwołanych z kierowniczych stanowisk państwowych, a także nagród jubileuszowych, odpraw emerytalnych i odpraw w związku z przejściem na rentę z tytułu niezdolności do pracy oraz ekwiwalentów za niewykorzystany urlop wypoczynkowy dla osób zajmujących kierownicze stanowiska państwowe, dla pracowników jednostek organizacyjnych stanowiących wyodrębnioną część budżetową, w których średnioroczne zatrudnienie w roku poprzednim nie przekracza 50 osób, wraz z pochodnymi od wynagrodzeń.";21;5217;;;5217;;;;
"75818-019";"83-758-18";"83-758-18-019";"83";3;"Budowa, modernizacja i utrzymanie przejść granicznych (w tym na sfinansowanie zobowiązań wynikających z umów dwustronnych dotyczących przejść granicznych) oraz utrzymanie obiektów pozostałych po przejściach granicznych na wewnętrznych granicach Schengen";22;51000;;30000;21000;;;;
"75818-020";"83-758-18";"83-758-18-020";"83";3;"Środki na realizację Oświęcimskiego Strategicznego Programu Rządowego - III Etap 2007-2011";23;7323;100;;;7223;;;
"75818-021";"83-758-18";"83-758-18-021";"83";3;"Wydatki finansowane ze zwrotów niewykorzystanych środków kredytowych z Międzynarodowych Instytucji Finansowych";24;5000;;;5000;;;;
"75818-022";"83-758-18";"83-758-18-022";"83";3;"Dotacje celowe na finansowanie lub dofinansowanie zadań z zakresu pomocy społecznej";25;251970;251970;;;;;;
"75818-023";"83-758-18";"83-758-18-023";"83";3;"Dofinansowanie Narodowego Programu Stypendialnego, w tym wyprawka szkolna";26;505000;505000;;;;;;
"75818-024";"83-758-18";"83-758-18-024";"83";3;"Środki na realizację programu ""Pomoc państwa w zakresie dożywiania""";27;200000;200000;;;;;;
"75818-025";"83-758-18";"83-758-18-025";"83";3;"Środki na finansowanie lub dofinansowanie zadań wynikających z ustawy o przeciwdziałaniu przemocy w rodzinie";28;3376;3376;;;;;;
"75818-026";"83-758-18";"83-758-18-026";"83";3;"Środki na informatyzację oraz upowszechnianie szerokopasmowego dostępu do Internetu";29;30500;2000;;28500;;;;
"75818-027";"83-758-18";"83-758-18-027";"83";3;"Środki na realizację ustawy o zadośćuczynieniu rodzinom ofiar zbiorowych wystąpień wolnościowych w latach 1956-1989";30;8000;;;8000;;;;
"75818-028";"83-758-18";"83-758-18-028";"83";3;"Implementacja polskiego programu współpracy na rzecz rozwoju oraz wsparcie międzynarodowej współpracy na rzecz demokracji i społeczeństwa obywatelskiego, w tym 9 mln zł na Partnerstwo Wschodnie oraz 2,4 mln zł na dofinansowanie Specjalistycznych Studiów Wschodnich Uniwersytetu Warszawskiego";31;129000;;;129000;;;;
"75818-029";"83-758-18";"83-758-18-029";"83";3;"Zwrot gminom utraconych dochodów w związku ze zwolnieniem z podatku od nieruchomości w parkach narodowych i rezerwatach przyrody oraz w związku ze zwolnieniem z podatków: rolnego, od nieruchomości, leśnego przedsiębiorców o statusie centrum badawczo - rozwojowego, a także na uzupełnienie części rekompensującej subwencji ogólnej na wyrównanie ubytku dochodów w specjalnych strefach ekonomicznych";32;10000;10000;;;;;;
"75818-030";"83-758-18";"83-758-18-030";"83";3;"Środki na realizację ustawy o służbie zastępczej";33;500;500;;;;;;
"75818-031";"83-758-18";"83-758-18-031";"83";3;"Programy wsparcia finansowego inwestycji";34;70000;;;42000;28000;;;
"75818-032";"83-758-18";"83-758-18-032";"83";3;"Środki na uzupełnienie dotacji delowych na realizację świadczeń rodzinnych i świadczenia z funduszu alimentacyjnego oraz na opłacenie składki na ubezpieczenie zdrowotne za osoby pobierające niektóre świadczenia rodzinne";35;345980;345980;;;;;;
"75818-033";"83-758-18";"83-758-18-033";"83";3;"Ubezpieczenie upraw rolnych i zwierząt gospodarskich";36;100000;;;100000;;;;
"75818-034";"83-758-18";"83-758-18-034";"83";3;"Środki na realizację rządowego programu ograniczania przestępczości i aspołecznych zachowań ""Razem bezpieczniej""";37;3000;3000;;;;;;
"75818-035";"83-758-18";"83-758-18-035";"83";3;"Bezpieczna i przyjazna szkoła";38;6000;6000;;;;;;
"75818-036";"83-758-18";"83-758-18-036";"83";3;"Środki na dofinansowanie zadań realizowanych przez zespoły do spraw orzekania o niepełnosprawności";39;3750;2222;;1528;;;;
"75818-037";"83-758-18";"83-758-18-037";"83";3;"Fundusz Inicjatyw Obywatelskich";40;60000;60000;;;;;;
"75818-038";"83-758-18";"83-758-18-038";"83";3;"Dofinansowanie zadań związanych z Euro2012";41;70000;;;;70000;;;
"75818-039";"83-758-18";"83-758-18-039";"83";3;"Uzupełnienie wydatków na gospodarkę nieruchomościami";42;27000;27000;;;;;;
"75818-040";"83-758-18";"83-758-18-040";"83";3;"Środki dla samorządowych kolegiów odwoławczych";43;2538;;;2538;;;;
"75818-041";"83-758-18";"83-758-18-041";"83";3;"Uzupełnienie środków na realizację Narodowego Spisu Powszechnego Ludnosci i Mieszkań 2011 i opracowanie wyników Powszechnego Spisu Rolnego 2010";44;10000;;;10000;;;;
"75818-042";"83-758-18";"83-758-18-042";"83";3;"Pomoc cudzoziemncom zapewniającym poprawę poziomu bezpieczeństwa żołnierzy i funkcjonariuszy poza granicami kraju";45;1000;;;1000;;;;
"75818-043";"83-758-18";"83-758-18-043";"83";3;"Dofinansowanie zadań wynikających z obniżenia wieku szkolnego - środki na realizację programu ""Radosna szkoła""";46;150000;150000;;;;;;
"75818-044";"83-758-18";"83-758-18-044";"83";3;"Dofinansowanie zadań własnych jednostek samorządu terytorialnego";47;440000;;;;440000;;;
"75818-045";"83-758-18";"83-758-18-045";"83";3;"Wspieranie zwalczania przemytu i podrabiania wyrobów tytoniowych";48;6295;;;;6295;;;
"75818-046";"83-758-18";"83-758-18-046";"83";3;"Wsparcie działań w zakresie przekształceń samodzielnych publicznych zakładów opieki zdrowotnej oraz wsparcie jednostek samorządu terytorialnego w działaniach stabilizujących system ochrony zdrowia";49;976000;671000;;8000;297000;;;
"75818-047";"83-758-18";"83-758-18-047";"83";3;"Narodowy Program Przebudowy Dróg Lokalnych 2008-2011";50;1000000;;;;1000000;;;
"75818-048";"83-758-18";"83-758-18-048";"83";3;"Przygotowanie, obsługa i sprawowanie przewodnictwa Polski w Radzie UE w II połowie 2011 r.";51;32954;;;17502;15452;;;
"75818-049";"83-758-18";"83-758-18-049";"83";3;"Środki na realizację ""Programu modernizacji Policji, Straży Granicznej, Państwowej Straży Pożarnej i Biura Ochrony Rządu w latach 2007-2011"" przez jednostki organizacyjne Państwowej Straży Pożarnej";52;12500;;;;12500;;;
