"id";"Typ";"Nazwa";"Numer umowy/decyzji";"Program Operacyjny <Nazwa>";"Oś priorytetowa <Kod>";"Działanie <Kod>";"Poddziałanie <Kod>";"Wartość ogółem";"Wydatki kwalifikowalne";"Dofinansowanie";"Dofinansowanie UE";"Nazwa beneficjenta";"NIP beneficjenta";"Kod pocztowy";"Miejscowość";"Województwo";"Powiat";"Temat priorytetu";"Forma prawna";"Obszar realizacji";"Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu";"Projekt zakończony (Wniosek o płatność końcową)";"Data podpisania Umowy/Aneksu";"Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu"
"33-84";"Projekt";"Fundusz Kapitałowy -Technologie Medyczne – MedFund";"POIG.03.01.00-00-021/09-02";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.01.00";"";"18,384,696.33";"18,384,696.33";"18,384,696.33";"15,626,991.88";"Małopolska Agencja Rozwoju Regionalnego S.A.";"6760058847";"31-542";"Kraków";"Małopolskie";"Powiat m. Kraków";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIG.03.01.00-00-021/09-02";"Nie";"2010/12/01";"2010/12/10"
"33-85";"Projekt";"Sieć współpracy inwestorów i przedsiębiorców sektora MSP ""Łowcy Biznesu""";"POIG.03.03.01-00-010/09-02";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.01";"6,519,239.00";"6,519,239.00";"6,519,239.00";"5,541,353.15";"Secus Wsparcie Biznesu spółka z ograniczoną odpowiedzialnością";"9542664712";"40-282";"Katowice";"Śląskie";"Powiat m. Katowice";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.03.03.01-00-010/09-02-K01";"Nie";"2010/11/24";"2010/11/29"
"33-86";"Projekt";"Budowa Systemu Wsparcia Inwestycji „Przemysły Przyszłości”";"POIG.03.03.01-00-011/09-04";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.01";"1,356,420.00";"1,259,400.00";"1,259,400.00";"1,070,490.00";"Bielski Park Technologiczny Lotnictwa, Przedsiębiorczości i Innowacji Sp. z o.o.";"5480018674";"43-512";"Kaniów";"Śląskie";"Powiat bielski";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.03.03.01-00-011/09-06";"Nie";"2010/08/16";"2010/09/16"
"33-87";"Projekt";"LEM - platforma wspierająca inwestowanie w przedsiębiorstwa";"POIG.03.03.01-00-016/09-01";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.01";"7,218,183.22";"6,289,099.12";"6,289,099.12";"5,345,734.25";"Krajowa Izba Gospodarcza";"5260001708";"00-074";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"samorząd gospodarczy i zawodowy";"00 Nie dotyczy";"POIG.03.03.01-00-016/09-02-K01";"Nie";"2010/06/24";"2010/08/02"
"33-88";"Projekt";"Kapitał na start w innowacje- promocja innowacji  w środowisku biznesowym i naukowym";"POIG.03.03.01-00-026/09-04";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.01";"1,610,194.80";"1,610,194.80";"1,610,194.80";"1,368,665.58";"MIASTECZKO MULTIMEDIALNE SP. Z O.O.";"7343269142";"33-300";"Nowy Sącz";"Małopolskie";"Powiat m. Nowy Sącz / Powiat nowosądecki";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"";"";"2010/09/22";"2011/03/10"
"33-89";"Projekt";"SYMULTANA - inwestowanie w innowacje";"POIG.03.03.01-00-030/09-01";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.01";"3,864,758.00";"3,864,758.00";"3,864,758.00";"3,285,044.30";"Stowarzyszenie Primus Inter Pares";"5422685098";"15-054";"Białystok";"Podlaskie";"Powiat m. Białystok";"62 Rozwój systemów i strategii uczenia się przez całe życie w przedsiębiorstwach; szkolenia i usługi na rzecz zwiększenia zdolności adaptacyjnych pracowników do zmian; promowanie przedsiębiorczości i innowacji";"stowarzyszenie";"00 Nie dotyczy";"POIG.03.03.01-00-030/09-03-K01";"Nie";"2010/06/24";"2010/06/30"
"33-90";"Projekt";"Stowarzyszenie ""Aurum""- sieć inwestorów prywatnych
";"POIG.03.03.01-00-857/08-03";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.01";"668,180.00";"601,960.00";"601,960.00";"511,666.00";"Fundacja Aurea Mediocritas";"1132699799";"03-984";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"fundacja";"00 Nie dotyczy";"";"";"2010/07/14";"2010/07/15"
"33-91";"Projekt";"Wiedza i kapitał dla rozwoju MSP";"POIG.03.03.01-00-862/08-04";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.01";"919,122.47";"919,122.47";"919,122.47";"781,254.09";"Agencja Rozwoju Regionalnego S.A.";"5470168981";"43-382";"Bielsko-Biała";"Śląskie";"Powiat m. Bielsko-Biała";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIG.03.03.01-00-862/08-12";"Tak";"2010/06/14";"2010/06/28"
"33-92";"Projekt";"HelpInvest";"POIG.03.03.01-00-863/08-06";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.01";"937,321.61";"937,321.61";"937,321.61";"796,723.37";"Poznański Akademicki Inkubator Przedsiębiorczości";"9721127971";"60-536";"Poznań";"Wielkopolskie";"Powiat m. Poznań";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"stowarzyszenie";"00 Nie dotyczy";"POIG.03.03.01-00-863/08-10";"Nie";"2010/10/22";"2011/03/10"
"33-93";"Projekt";"„Owoce biznesu” – dobra oferta krokiem do sukcesu";"POIG.03.03.01-00-864/08-05";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.01";"3,510,569.22";"3,131,000.56";"3,131,000.56";"2,661,350.47";"Fundacja Obserwatorium Zarządzania";"7010000181";"00-586";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"fundacja";"00 Nie dotyczy";"";"";"2010/12/30";"2011/03/29"
"33-94";"Projekt";"Budowanie Polski Przedsiębiorczej poprzez montaż finansowy dla początkujących przedsiębiorców";"POIG.03.03.01-00-865/08-04";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.01";"1,528,288.85";"1,319,103.85";"1,319,103.85";"1,121,238.27";"Fundacja Akademickie Inkubatory Przedsiębiorczości";"5242495143";"00-672";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"fundacja";"00 Nie dotyczy";"POIG.03.03.01-00-865/08-09";"Tak";"2010/06/30";"2010/07/13"
"33-95";"Projekt";"Europend Sp. z o.o. - doradztwo w drodze na rynek NewConnect";"POIG.03.03.02-00-020/09-02";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.02";"439,810.00";"345,500.00";"172,750.00";"146,625.00";"WestRealEstate Spółka z ograniczona odpowiedzialnoscia";"7532312583";"54-618";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"";"";"2010/06/30";"2010/07/01"
"33-96";"Projekt";"Pozyskanie inwestora w zakresie finansowania rynku obligacji budowlanych";"POIG.03.03.02-00-026/09-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.02";"243,390.00";"199,500.00";"99,750.00";"84,787.50";"MULTIFINANSE Spółka z ograniczoną odpowiedzialnością ";"8992636336";"52-317";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.03.03.02-00-026/09-02";"Tak";"2010/01/28";"2010/02/04"
"33-97";"Projekt";"DORADZTWO PRZYGOTOWUJACE PRZEDSIEBIORCE DO POZYSKANIA
INWESTORÓW ZEWNETRZNYCH O CHARAKTERZE UDZIAŁOWYM";"POIG.03.03.02-00-038/09-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.02";"437,980.00";"339,000.00";"169,500.00";"144,075.00";"Lauren Peso Polska";"6272595631";"41-500";"Chorzów";"Śląskie";"Powiat m. Chorzów";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka akcyjna - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.03.03.02-00-038/09-01";"Tak";"2010/05/25";"2010/05/25"
"33-98";"Projekt";"Doradztwo dla Małkowski - Martech Sp. z o.o. w drodze na rynek New Connect";"POIG.03.03.02-00-047/09-01";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.02";"439,810.00";"360,500.00";"180,250.00";"153,212.50";"MAŁKOWSKI MARTECH Sp. z o.o.";"1230029611";"62-035";"Konarskie";"Wielkopolskie";"Powiat poznański";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIG.03.03.02-00-047/09-03";"Tak";"2010/10/11";"2010/11/30"
"33-99";"Projekt";"Specjalistyczna pomoc doradcza w przygotowaniu przedsiębiorstwa do pozyskania
inwestora zewnętrznego.";"POIG.03.03.02-00-062/09-02";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.02";"200,080.00";"158,000.00";"79,000.00";"67,150.00";"ANALIZY ONLINE S.A.";"8971755969";"02-001";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka akcyjna - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.03.03.02-00-062/09-02";"Tak";"2010/08/16";"2011/02/01"
"33-100";"Projekt";"Zakup usług doradczych w ramach procedury debiutu w ASO NewConnect";"POIG.03.03.02-00-073/09-01";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.02";"451,400.00";"370,000.00";"185,000.00";"157,250.00";"GOLAB Spółka Akcyjna";"9241864043";"68-100";"Żegań";"Lubuskie";"Powiat żagański / Powiat żarski";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka akcyjna - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.03.03.02-00-073/09-01";"Tak";"2010/09/30";"2010/10/08"
"33-101";"Projekt";"Budowa i produkcja innowacyjnej turbiny hydroenergetycznej z opcją aeracji. PKWiU 24.33";"POIG.04.01.00-04-001/09-04";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.01.00";"";"35,265,783.60";"28,906,380.00";"20,000,000.00";"17,000,000.00";"AIRON INVESTMENT Anna Niemczewska";"9531008306";"85-880";"Bydgoszcz";"Kujawsko-pomorskie";"Powiat m. Bydgoszcz";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"osoba fizyczna prowadząca działalność gospodarczą - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2010/11/17";"2010/12/15"
"33-102";"Projekt";"Wykorzystanie wysokogradientowej separacji magnetycznej do optymalizacji spalania w kotłowniach olejowych i gazowych.";"POIG.04.01.00-04-005/09-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.01.00";"";"3,589,972.00";"2,942,600.00";"2,059,820.00";"1,750,847.00";"Nesta Instal  Spółka z ograniczoną odpowiedzialnością";"8792467538";"87-100";"Toruń";"Kujawsko-pomorskie";"Powiat m. Toruń / Powiat toruński";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"";"";"2010/06/11";"2010/07/05"
"33-103";"Projekt";"Uruchomienie laboratorium technik optoelektronicznych w celu świadczenia innowacyjnych usług konserwatorskich, PKWiU 92.52.12";"POIG.04.01.00-04-011/09-03";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.01.00";"";"3,970,362.00";"3,767,398.00";"2,637,178.00";"2,241,601.30";"Restauro Spółka z ograniczoną odpowiedzialnością";"8790007086";"87-100";"Toruń";"Kujawsko-pomorskie";"Powiat m. Toruń / Powiat toruński";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2010/06/21";"2010/06/25"
"33-104";"Projekt";"Opracowanie innowacyjnej metodyki i informatycznego systemu zarządzania dla kodyfikacji linii kolejowej";"POIG.04.01.00-14-195/09-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.01.00";"";"3,263,360.00";"1,890,000.00";"567,000.00";"481,950.00";"PKP POLSKIE LINIE KOLEJOWE SPÓŁKA AKCYJNA";"1132316427";"03-734";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2010/11/09";"2010/11/14"
"33-105";"Projekt";"Zespół mobilnych robotów czyszczących z przeznaczeniem do kanałów wentylacyjnych i technologicznych";"POIG.04.01.00-24-028/09-02";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.01.00";"";"73,200.00";"11,000.00";"5,500.00";"4,675.00";"J.T.C. Spółka Akcyjna";"6250007650";"42-500";"Będzin";"Śląskie";"Powiat będziński / Powiat m. Sosnowiec";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka akcyjna - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2010/06/25";"2010/07/13"
"33-106";"Projekt";"Przeprowadzenie prac rozwojowych celem wprowadzenia na rynek innowacyjnego systemu lekkich paneli samonośnych do konstrukcji domów oraz zastosowania jako ekrany akustyczne";"POIG.04.01.00-24-073/09-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.01.00";"";"24,395,852.00";"19,996,600.00";"11,994,660.00";"10,195,461.00";"LS Tech Homes Spółka z ograniczoną odpowiedzialnością";"5472105335";"43-300";"Bielsko-Biała";"Śląskie";"Powiat m. Bielsko-Biała";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2010/07/30";"2010/08/02"
"33-107";"Projekt";"Stworzenie zintegrowanej sali operacyjnej ALVO INTEGRA i jej wdrożenie.";"POIG.04.01.00-30-068/09-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.01.00";"";"488,000.00";"400,000.00";"200,000.00";"170,000.00";"ALVO Grupa Gastrometal Barbara Staszczuk-Olszewska";"6980010535";"64-030";"Śmigiel";"Wielkopolskie";"Powiat kościański";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"osoba fizyczna prowadząca działalność gospodarczą - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2010/12/23";"2010/12/31"
"33-108";"Projekt";"Wdrożenie innowacyjnej technologii instalacji turbin wiatrowych i innych specjalistycznych usług dźwigowych";"POIG.04.04.00-22-017/09-01";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"29,802,900.00";"29,757,900.00";"17,779,065.00";"15,112,205.25";"Viatron Spółka z o.o.";"5851443987";"81-350";"Gdynia";"Pomorskie";"Powiat m. Gdynia";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-22-017/09-04";"Nie";"2010/05/14";"2010/12/16"
"33-109";"Projekt";"Utworzenie Centrum Badawczo - Rozwojowego Odlewnictwa i Obróbki Metali Lekkich Sp. z o.o. w Kędzierzynie - Koźlu";"POIG.04.05.02-00-046/09-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.05.00";"POIG.04.05.02";"17,991,000.00";"12,000,000.00";"8,400,000.00";"7,140,000.00";"Centrum Badawczo Rozwojowe Odlewnictwa i Obróbki Metali Lekkich Sp. z o.o.";"7492057250";"47-225";"Kędzierzyn - Koźle";"Opolskie";"Powiat kędzierzyńsko-kozielski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"";"";"2010/12/07";"2010/12/07"
"33-110";"Projekt";"Rozwój usług doradczych o charakterze proinnowacyjnym świadczonych przez ośrodki Krajowej Sieci Innowacji (KSI)";"POIG.05.02.00-00-002/08-01";"Program Operacyjny Innowacyjna Gospodarka";"POIG.05.00.00";"POIG.05.02.00";"";"18,967,087.01";"18,967,087.01";"18,967,087.01";"16,122,023.95";"Polska Agencja Rozwoju Przedsiębiorczości";"5262501444";"00-834";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIG.05.02.00-00-002/08-09";"Nie";"2010/03/03";"2010/08/23"
"33-111";"Projekt";"Analiza poziomu kreatywności i absorpcji innowacji w przedsiębiorstwach";"POIG.05.02.00-00-013/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.05.00.00";"POIG.05.02.00";"";"3,879,793.20";"3,879,793.20";"3,879,793.20";"3,297,824.22";"Park Naukowo-Technologiczny ""TECHNOPARK GLIWICE"" Sp. z o.o.";"6312420815";"44-100";"Gliwice";"Śląskie";"Powiat m. Gliwice";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIG.05.02.00-00-013/10-01";"Nie";"2010/09/29";"2010/10/12"
"33-112";"Projekt";" Katalizator innowacji -  usługi doradcze dla biznesu realizowane w modelu audytu benchmarkowego";"POIG.05.02.00-00-014/10-01";"Program Operacyjny Innowacyjna Gospodarka";"POIG.05.00.00";"POIG.05.02.00";"";"9,950,686.19";"9,102,331.56";"9,102,331.56";"7,736,981.82";"Fundacja Obserwatorium Zarządzania";"7010000181";"02-952";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"fundacja";"00 Nie dotyczy";"POIG.05.02.00-00-014/10-02-K01";"Nie";"2010/12/02";"2010/12/28"
"33-113";"Projekt";"Nowe usługi proinnowacyjne narzędziem stymulowania innowacji w MSP.";"POIG.05.02.00-00-016/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.05.00.00";"POIG.05.02.00";"";"10,540,392.00";"9,996,200.00";"9,996,200.00";"8,496,770.00";"Sekwencja Spółka z ograniczoną odpowiedzialnością";"7342823116";"05-820";"Piastów";"Mazowieckie";"Powiat pruszkowski";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.05.02.00-00-016/10-01";"Nie";"2010/09/27";"2010/09/27"
"33-114";"Projekt";"Centrum Promocji i Wsparcia Innowacyjności Organizacyjnej Przedsiębiorstw - stymulowanie relacji kooperacyjnych i współpracy pomiędzy firmami";"POIG.05.02.00-00-017/09-03";"Program Operacyjny Innowacyjna Gospodarka";"POIG.05.00.00";"POIG.05.02.00";"";"2,014,800.00";"2,014,800.00";"2,014,800.00";"1,712,580.00";"WIELKOPOLSKA IZBA PRZEMYSŁOWO-HANDLOWA";"7770006278";"60-734";"Poznań";"Wielkopolskie";"Powiat m. Poznań";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"organizacja pracodawców";"00 Nie dotyczy";"POIG.05.02.00-00-017/09-05-K01";"Nie";"2010/11/30";"2010/12/30"
"33-115";"Projekt";"Opracowanie, wdrożenie i świadczenie usług budowania scenariuszy technologicznych dla podniesienia innowacyjności przedsiębiorstw z sektora MŚP";"POIG.05.02.00-00-023/09-01";"Program Operacyjny Innowacyjna Gospodarka";"POIG.05.00.00";"POIG.05.02.00";"";"1,827,951.66";"1,794,750.00";"1,794,750.00";"1,525,537.50";"Izba Przemysłowo-Handlowa w Krakowie";"6760016748";"31-019";"Kraków";"Małopolskie";"Powiat m. Kraków";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"stowarzyszenie";"00 Nie dotyczy";"POIG.05.02.00-00-023/09-04";"Nie";"2010/06/24";"2010/06/30"
"33-116";"Projekt";"Nowa usługa PIKE - doradztwo dla operatorów telewizyjnych w sprawie dostępu do cyfrowej telewizji naziemnej oraz cyfryzacji sieci telewizji kablowych.";"POIG.05.02.00-00-026/09-02";"Program Operacyjny Innowacyjna Gospodarka";"POIG.05.00.00";"POIG.05.02.00";"";"1,309,710.00";"1,165,500.00";"1,165,500.00";"990,675.00";"Polska Izba Komunikacji Elektronicznej";"9730612134";"00-450";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"organizacja społeczna oddzielnie nie wymieniona";"00 Nie dotyczy";"POIG.05.02.00-00-026/09-05";"Tak";"2010/09/06";"2010/09/17"
"33-117";"Projekt";"Wykorzystanie modeli scoringowych, w celu zwiększenia efektywności zarządzania ryzykiem w przedsiębiorstwach, w oparciu o doświadczenia z bankowości.";"POIG.05.02.00-00-028/09-01";"Program Operacyjny Innowacyjna Gospodarka";"POIG.05.00.00";"POIG.05.02.00";"";"4,670,333.04";"4,154,448.00";"4,154,448.00";"3,531,280.80";"Krajowa Izba Gospodarcza Elektroniki i Telekomunikacji";"5260029121";"00-739";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"organizacja pracodawców";"00 Nie dotyczy";"POIG.05.02.00-00-028/09-05";"Nie";"2010/06/21";"2010/09/14"
"33-118";"Projekt";"Budowa i wdrożenie proinnowacyjnych usług optymalizacji dla MŚP opartych na zintegrowanym systemie eksperckim ";"POIG.05.02.00-00-030/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.05.00.00";"POIG.05.02.00";"";"6,822,900.00";"6,822,900.00";"6,822,900.00";"5,799,465.00";"Wielkopolski Instytut Jakości Sp. z o.o.";"7781066806";"61-626";"Poznań";"Wielkopolskie";"Powiat m. Poznań";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.05.02.00-00-030/10-01";"Nie";"2010/12/22";"2010/12/28"
"33-119";"Projekt";"Sposób wytwarzania brykietów z rozdrobnionej słomy i urządzenie do wytwarzania brykietów P-388314 w trybie PCT";"POIG.05.04.01-06-001/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.05.00.00";"POIG.05.04.00";"POIG.05.04.01";"305,572.78";"305,572.78";"213,900.95";"181,815.80";"POL-LUX - Adam Piotr Junczyk";"5371896938";"21-500";"Biała Podlaska";"Lubelskie";"Powiat bialski / Powiat m. Biała Podlaska";"09 Inne działania mające na celu pobudzanie badań, innowacji i przedsiębiorczości w MŚP";"osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo";"00 Nie dotyczy";"";"";"2010/11/08";"2010/11/16"
"33-120";"Projekt";"Opracowanie i zgłoszenie ochrony wzoru przemysłowego zabawki";"POIG.05.04.01-14-006/09-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.05.00.00";"POIG.05.04.00";"POIG.05.04.01";"121,760.00";"111,200.00";"77,840.00";"66,164.00";"DREWIK Piotr Warchoł";"5251086361";"04-885";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"09 Inne działania mające na celu pobudzanie badań, innowacji i przedsiębiorczości w MŚP";"osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.05.04.01-14-006/09-01";"Nie";"2010/04/15";"2010/04/15"
