"id";"Nazwa";"Numer umowy/decyzji";"Program Operacyjny <Nazwa>";"Oś priorytetowa <Kod>";"Działanie <Kod>";"Poddziałanie <Kod>";"Wartość ogółem";"Wydatki kwalifikowalne";"Dofinansowanie";"Dofinansowanie UE";"Nazwa beneficjenta";"NIP beneficjenta";"Kod pocztowy";"Miejscowość";"Województwo";"Powiat";"Temat priorytetu";"Forma prawna";"Obszar realizacji";"Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu";"Projekt zakończony (Wniosek o płatność końcową)";"Data podpisania Umowy/Aneksu";"Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu"
"4-11-1";"egoturystyka.pl - produkt turystyczny Krainy EGO";"RPWM.02.02.00-28-013/09-04";"Regionalny Program Operacyjny Województwa Warmińsko-Mazurskiego";"RPWM.02.00.00";"RPWM.02.02.00";"";"102,435.98";"102,435.98";"87,070.58";"87,070.58";"Powiat Ełcki";"8481570636";"19-300";"Ełk";"Warmińsko-mazurskie";"Powiat ełcki / Powiat olecki";"57 Inne wsparcie na rzecz wzmocnienia usług turystycznych";"wspólnota samorządowa - powiat";"01 Obszar miejski";"";"";"2011/02/18";"2011/02/22"
"4-6-2";"egoturystyka.pl - produkt turystyczny Krainy EGO";"RPWM.02.02.00-28-013/09-04";"Regionalny Program Operacyjny Województwa Warmińsko-Mazurskiego";"RPWM.02.00.00";"RPWM.02.02.00";"";"102,435.98";"102,435.98";"87,070.58";"87,070.58";"Powiat Ełcki";"8481570636";"19-300";"Ełk";"Warmińsko-mazurskie";"Powiat ełcki / Powiat olecki";"57 Inne wsparcie na rzecz wzmocnienia usług turystycznych";"wspólnota samorządowa - powiat";"01 Obszar miejski";"";"";"2011/02/18";"2011/02/22"
"4-12";"Powiat olecki";"";"";"";"";"";102435.98;102435.98;87070.58;87070.58;"";"";"";"";"";"";"";"";"";"";"";"";""
"4-12-1";"egoturystyka.pl - produkt turystyczny Krainy EGO";"RPWM.02.02.00-28-013/09-04";"Regionalny Program Operacyjny Województwa Warmińsko-Mazurskiego";"RPWM.02.00.00";"RPWM.02.02.00";"";"102,435.98";"102,435.98";"87,070.58";"87,070.58";"Powiat Ełcki";"8481570636";"19-300";"Ełk";"Warmińsko-mazurskie";"Powiat ełcki / Powiat olecki";"57 Inne wsparcie na rzecz wzmocnienia usług turystycznych";"wspólnota samorządowa - powiat";"01 Obszar miejski";"";"";"2011/02/18";"2011/02/22"
"4-2-2";"""Dom Warmiński- Zdrowotne aspekty rekreacji poprzez propagowanie aktywnych form wypoczynku na terenie Warmii""";"RPWM.02.02.00-28-023/09-03";"Regionalny Program Operacyjny Województwa Warmińsko-Mazurskiego";"RPWM.02.00.00";"RPWM.02.02.00";"";"216,000.00";"188,166.67";"159,941.66";"159,941.66";"Stowarzyszenie ""Dom Warmiński""";"7431911997";"11-100";"Lidzbark Warmiński";"Warmińsko-mazurskie";"Powiat lidzbarski";"57 Inne wsparcie na rzecz wzmocnienia usług turystycznych";"stowarzyszenie";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"RPWM.02.02.00-28-023/09-01";"Nie";"2011/01/20";"2011/01/24"
"4-13";"Powiat lidzbarski";"";"";"";"";"";216000.0;188166.67;159941.66;159941.66;"";"";"";"";"";"";"";"";"";"";"";"";""
"4-13-1";"""Dom Warmiński- Zdrowotne aspekty rekreacji poprzez propagowanie aktywnych form wypoczynku na terenie Warmii""";"RPWM.02.02.00-28-023/09-03";"Regionalny Program Operacyjny Województwa Warmińsko-Mazurskiego";"RPWM.02.00.00";"RPWM.02.02.00";"";"216,000.00";"188,166.67";"159,941.66";"159,941.66";"Stowarzyszenie ""Dom Warmiński""";"7431911997";"11-100";"Lidzbark Warmiński";"Warmińsko-mazurskie";"Powiat lidzbarski";"57 Inne wsparcie na rzecz wzmocnienia usług turystycznych";"stowarzyszenie";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"RPWM.02.02.00-28-023/09-01";"Nie";"2011/01/20";"2011/01/24"
"4-1-2";"""Dom Warmiński- Zdrowotne aspekty rekreacji poprzez propagowanie aktywnych form wypoczynku na terenie Warmii""";"RPWM.02.02.00-28-023/09-03";"Regionalny Program Operacyjny Województwa Warmińsko-Mazurskiego";"RPWM.02.00.00";"RPWM.02.02.00";"";"216,000.00";"188,166.67";"159,941.66";"159,941.66";"Stowarzyszenie ""Dom Warmiński""";"7431911997";"11-100";"Lidzbark Warmiński";"Warmińsko-mazurskie";"Powiat lidzbarski";"57 Inne wsparcie na rzecz wzmocnienia usług turystycznych";"stowarzyszenie";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"RPWM.02.02.00-28-023/09-01";"Nie";"2011/01/20";"2011/01/24"
"9-4";"Powiat poznański";"";"";"";"";"";167567.0;137350.0;82410.0;82410.0;"";"";"";"";"";"";"";"";"";"";"";"";""
"9-4-1";"Zakup wyposażenia biura, sprzętu komputerowego i oprogramowania do projektowania architektonicznego";"RPWP.01.01.01-30-315/10-02";"Regionalny Program Operacyjny Województwa Wielkopolskiego na lata 2007 - 2013";"RPWP.01.00.00";"RPWP.01.01.00";"RPWP.01.01.01";"167,567.00";"137,350.00";"82,410.00";"82,410.00";"ARCD PRACOWNIA PROJEKTOWA CHWIERALSKI DARIUSZ";"7851685154";"63-100";"Śrem";"Wielkopolskie";"Powiat śremski";"08 Inne inwestycje w przedsiębiorstwa";"osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo";"01 Obszar miejski";"RPWP.01.01.01-30-315/10-01";"Nie";"2011/02/24";"2011/02/25"
"9-5";"Powiat koniński";"";"";"";"";"";550499.6;550499.6;330299.76;330299.76;"";"";"";"";"";"";"";"";"";"";"";"";""
"9-5-1";"Poprawa bezpieczeństwa środowiska przyrodniczego poprzez zakup specjalistycznego sprzętu chemiczno - ekologicznego dla KM PSP w Koninie
";"RPWP.03.06.00-30-002/09-02";"Regionalny Program Operacyjny Województwa Wielkopolskiego na lata 2007 - 2013";"RPWP.03.00.00";"RPWP.03.06.00";"";"550,499.60";"550,499.60";"330,299.76";"330,299.76";"Komenda Miejska Państwowej Straży Pożarnej w Koninie";"6652311284";"62-510";"Konin";"Wielkopolskie";"Powiat koniński / Powiat m. Konin";"54 Inne działania na rzecz ochrony środowiska i zapobiegania zagrożeniom";"organ władzy, administracji rządowej";"01 Obszar miejski";"RPWP.03.06.00-30-002/09-03";"Tak";"2011/01/04";"2011/01/05"
"9-2-2";"Przebudowa i renowacja zabytkowego obiektu Muzeum Literackiego Henryka Sienkiewicza w Poznaniu";"RPWP.06.02.01-30-010/08-02";"Regionalny Program Operacyjny Województwa Wielkopolskiego na lata 2007 - 2013";"RPWP.06.00.00";"RPWP.06.02.00";"RPWP.06.02.01";"3,818,424.23";"3,129,666.16";"2,188,262.57";"2,188,262.57";"Biblioteka Raczyńskich";"7781128507";"61-739";"Poznań";"Wielkopolskie";"Powiat m. Poznań";"59 Rozwój infrastruktury kulturalnej";"gminna samorządowa jednostka organizacyjna";"01 Obszar miejski";"RPWP.06.02.01-30-010/08-02";"Nie";"2011/01/26";"2011/01/27"
